ln_a,zeta_obs,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,zeta,u,delta_b,delta_gamma,delta_nu,vartheta_b,vartheta_gamma,vartheta_nu,alpha
2.532843602293450430e-02,6.157175860007760720e-06,-2.194185940596399731e-04,9.739432775719536988e-06,1.000038766296006854e+00,5.160549731847406549e-05,5.160549731847406549e-05,6.157175860007760720e-06,1.589660863572729855e-05,9.999910764700997712e-01,-1.198093722443512873e-05,-1.198093722443512873e-05,9.567986980797215881e-06,9.639253872805301053e-06,9.639253872805301053e-06,3.751138036723994612e-04
2.763102111592855015e-02,6.706929652132204577e-06,-2.138825370627303168e-04,1.053509111397757215e-05,1.000042859954914709e+00,5.703629856690587953e-05,5.703629856690587953e-05,6.706929652132204577e-06,1.724202076610977758e-05,9.999911338926162907e-01,-1.193178449753323078e-05,-1.193178449753323078e-05,1.042096867202166426e-05,1.050846379533400490e-05,1.050846379533400490e-05,3.742440888549549457e-04
2.993360620892259599e-02,7.255019578011740375e-06,-2.084070607143815733e-04,1.131651069176759133e-05,1.000047032130484626e+00,6.256590792926767890e-05,6.256590792926767890e-05,7.255019578011740375e-06,1.857153026977933171e-05,9.999913175396752951e-01,-1.172021314984964793e-05,-1.172021314984964793e-05,1.127116566163713948e-05,1.137694855898603321e-05,1.137694855898603321e-05,3.733719975775792450e-04
3.223619130191664184e-02,7.801446196048440794e-06,-2.029916888506691551e-04,1.208385214260766300e-05,1.000051279263953541e+00,6.818888797462719666e-05,6.818888797462719666e-05,7.801446196048440794e-06,1.988529833865610379e-05,9.999916233689376543e-01,-1.135230537999722190e-05,-1.135230537999722190e-05,1.211858312165913857e-05,1.224480164536462227e-05,1.224480164536462227e-05,3.724975995453681668e-04
3.453877639491068768e-02,8.346210150205162813e-06,-1.976359473161234004e-04,1.283727463902362789e-05,1.000055597858461542e+00,7.389985991359273004e-05,7.389985991359273004e-05,8.346210150205162813e-06,2.118348478922879070e-05,9.999920474040937535e-01,-1.083407924332243616e-05,-1.083407924332243616e-05,1.296322629896512134e-05,1.311211328524047944e-05,1.311211328524047944e-05,3.716209635274908898e-04
3.684136148790473353e-02,8.889312168375991836e-06,-1.923393639891569332e-04,1.357693590230796549e-05,1.000059984478367747e+00,7.969350414628377196e-05,7.969350414628377196e-05,8.889312168375991836e-06,2.246624807068395733e-05,9.999925857341556146e-01,-1.017148813645205566e-05,-1.017148813645205566e-05,1.380510051331928720e-05,1.397897049078986226e-05,1.397897049078986226e-05,3.707421573674475460e-04
3.914394658089877937e-02,9.430753060779847950e-06,-1.871014688065171083e-04,1.430299221228411541e-05,1.000064435748571290e+00,8.556456078812735679e-05,8.556456078812735679e-05,9.430753060779847950e-06,2.373374527306396336e-05,9.999932345127521272e-01,-9.370420304128500045e-06,-9.370420304128500045e-06,1.464421115542900888e-05,1.484545708810486160e-05,1.484545708810486160e-05,3.698612479932432114e-04
4.144653167389282522e-02,9.970533718376683386e-06,-1.819217937868088347e-04,1.501559841707366851e-05,1.000068948353834752e+00,9.150783017356766964e-05,9.150783017356766964e-05,9.970533718376683386e-06,2.498613213545035190e-05,9.999939899574283864e-01,-8.436698368233736258e-06,-8.436698368233736258e-06,1.548056368503192715e-05,1.571165374996433229e-05,1.571165374996433229e-05,3.689783014275101257e-04
4.374911676688687107e-02,1.050865511130590444e-05,-1.767998730530457913e-04,1.571490794286422888e-05,1.000073519038110703e+00,9.751817333778306182e-05,9.751817333778306182e-05,1.050865511130590444e-05,2.622356305417013162e-05,9.999948483489481399e-01,-7.376078878897464677e-06,-7.376078878897464677e-06,1.631416362901321848e-05,1.657763802885418337e-05,1.657763802885418337e-05,3.680933827974856593e-04
4.605170185988091691e-02,1.104511828734755994e-05,-1.717352428543238174e-04,1.640107280367741470e-05,1.000078144603873342e+00,1.035905124765212101e-04,1.035905124765212101e-04,1.104511828734755994e-05,2.744619109102497295e-05,9.999958060306002317e-01,-6.194251887578681678e-06,-6.194251887578681678e-06,1.714501657955392849e-05,1.744348439022743116e-05,1.744348439022743116e-05,3.672065563449689214e-04
4.835428695287496276e-02,1.157992437040497997e-05,-1.667274415865776659e-04,1.707424361113326269e-05,1.000082821911453257e+00,1.097198313841547416e-04,1.097198313841547416e-04,1.157992437040497997e-05,2.865416798153824267e-05,9.999968594075087092e-01,-4.896840541998223098e-06,-4.896840541998223098e-06,1.797312819230829258e-05,1.830926424599123520e-05,1.830926424599123520e-05,3.663178854361482393e-04
5.065687204586900860e-02,1.211307455900944256e-05,-1.617760098124740797e-04,1.773456958421076656e-05,1.000087547878375949e+00,1.159011758700812075e-04,1.159011758700812075e-04,1.211307455900944256e-05,2.984764414322020913e-05,9.999980049459463727e-01,-3.489400702799634893e-06,-3.489400702799634893e-06,1.879850418461104155e-05,1.917504598821160976e-05,1.917504598821160976e-05,3.654274325713710125e-04
5.295945713886305445e-02,1.264457012484627535e-05,-1.568804902804459640e-04,1.838219855900215434e-05,1.000092319478704361e+00,1.221296541535898939e-04,1.221296541535898939e-04,1.264457012484627535e-05,3.102676868384842969e-05,9.999992391726527652e-01,-1.977420581803832491e-06,-1.977420581803832491e-06,1.962115033371376036e-05,2.004089502302423202e-05,2.004089502302423202e-05,3.645352593948215729e-04
5.526204223185710029e-02,1.317441241130208227e-05,-1.520404279428787123e-04,1.901727699845886296e-05,1.000097133742384736e+00,1.284004372373253970e-04,1.284004372373253970e-04,1.317441241130208227e-05,3.219168940976094523e-05,1.000000558674155382e+00,-3.663204017183726521e-07,-3.663204017183726521e-07,2.044107247504978525e-05,2.090687380474063708e-05,2.090687380474063708e-05,3.636414267041011405e-04
5.756462732485114614e-02,1.370260283203319522e-05,-1.472553699735027063e-04,1.963995000212861571e-05,1.000101987754597577e+00,1.347087592594899271e-04,1.347087592594899271e-04,1.370260283203319522e-05,3.334255283416181093e-05,1.000001960096094988e+00,1.338547922842677674e-06,1.338547922842677674e-06,2.125827650052800828e-05,2.177304187013965562e-05,2.177304187013965562e-05,3.627459944597669593e-04
5.986721241784519199e-02,1.422914286955469332e-05,-1.425248657839473215e-04,2.025036131588073266e-05,1.000106878655111498e+00,1.410499178249234825e-04,1.410499178249234825e-04,1.422914286955469332e-05,3.447950418543542598e-05,1.000003440142555267e+00,3.131901083181773526e-06,3.131901083181773526e-06,2.207276835685435958e-05,2.263945587293282876e-05,2.263945587293282876e-05,3.618490217947296201e-04
6.216979751083923783e-02,1.475403407385007966e-05,-1.378484670395309494e-04,2.084865334161906082e-05,1.000111803637641517e+00,1.474192743152165439e-04,1.474192743152165439e-04,1.475403407385007966e-05,3.560268741546914048e-05,1.000004995575395128e+00,5.008524653339988810e-06,5.008524653339988810e-06,2.288455404388130610e-05,2.350616961839382209e-05,2.350616961839382209e-05,3.609505670236006717e-04
6.447238260383328368e-02,1.527727806100122584e-05,-1.332257276743034895e-04,2.143496714698056579e-05,1.000116759949211342e+00,1.538122541780098001e-04,1.538122541780098001e-04,1.527727806100122584e-05,3.671224520798179163e-05,1.000006623213587353e+00,6.963273346082631853e-06,6.963273346082631853e-06,2.369363961298470603e-05,2.437323409814112890e-05,2.437323409814112890e-05,3.600506876519878659e-04
6.677496769682733646e-02,1.579887651183840811e-05,-1.286562039052884562e-04,2.200944247501819570e-05,1.000121744889519215e+00,1.602243471956441316e-04,1.602243471956441316e-04,1.579887651183840811e-05,3.780831898685660381e-05,1.000008319932558676e+00,8.991071248217707878e-06,8.991071248217707878e-06,2.450003116546780224e-05,2.524069752506378310e-05,2.524069752506378310e-05,3.591494403856322713e-04
6.907755278982137537e-02,1.631883117061008959e-05,-1.241394542460353160e-04,2.257221775386653332e-05,1.000126755810308854e+00,1.666511077333283084e-04,1.666511077333283084e-04,1.631883117061008959e-05,3.889104892447662292e-05,1.000010082663535416e+00,1.108691203542182858e-05,1.108691203542182858e-05,2.530373485099183628e-05,2.610860536837969711e-05,2.610860536837969711e-05,3.582468811395302078e-04
7.138013788281541427e-02,1.683714384367243831e-05,-1.196750395194383354e-04,2.312343010638897290e-05,1.000131790114743735e+00,1.730881549670000141e-04,1.730881549670000141e-04,1.683714384367243831e-05,3.996057395006141121e-05,1.000011908392893556e+00,1.324585916675435906e-05,1.324585916675435906e-05,2.610475686603327605e-05,2.697700038881667057e-05,2.697700038881667057e-05,3.573430650469489305e-04
7.368272297580946706e-02,1.735381639819816099e-05,-1.152625228698469427e-04,2.366321535980503896e-05,1.000136845256785145e+00,1.795311730910578165e-04,1.795311730910578165e-04,1.735381639819816099e-05,4.101703175800319994e-05,1.000013794161511038e+00,1.546304605904501336e-05,1.546304605904501336e-05,2.690310345236705770e-05,2.784592267390576626e-05,2.784592267390576626e-05,3.564380464683510768e-04
7.598530806880351984e-02,1.786885076090449675e-05,-1.109014697744865646e-04,2.419170805529640401e-05,1.000141918740575342e+00,1.859759115061497819e-04,1.859759115061497819e-04,1.786885076090449675e-05,4.206055881620090076e-05,1.000015737064126720e+00,1.773367624134618558e-05,1.773367624134618558e-05,2.769878089557562800e-05,2.871540967337705524e-05,2.871540967337705524e-05,3.555318790002312394e-04
7.828789316179755875e-02,1.838224891680018773e-05,-1.065914480542583508e-04,2.470904145759052090e-05,1.000147008119824932e+00,1.924181849872085481e-04,1.924181849872085481e-04,1.838224891680018773e-05,4.309129037439070862e-05,1.000017734248701773e+00,2.005302348964571024e-05,2.005302348964571024e-05,2.849179552358344525e-05,2.958549623464793913e-05,2.958549623464793913e-05,3.546246154839480941e-04
8.059047825479159766e-02,1.889401290795085059e-05,-1.023320278837909882e-04,2.521534756452008073e-05,1.000152110997203136e+00,1.988538738319253589e-04,1.988538738319253589e-04,1.889401290795085059e-05,4.410936047247093132e-05,1.000019782915785749e+00,2.241643194204162684e-05,2.241643194204162684e-05,2.928215370521618639e-05,3.045621463839362112e-05,3.045621463839362112e-05,3.537163080143293330e-04
8.289306334778565044e-02,1.940414483226353171e-05,-9.812278180096003664e-05,2.571075711655863882e-05,1.000157225023733387e+00,2.052789239898692992e-04,2.052789239898692992e-04,1.940414483226353171e-05,4.511490194882217052e-05,1.000021880317886858e+00,2.481931619458060698e-05,2.481931619458060698e-05,3.006986184878586993e-05,3.132759463419163140e-05,3.132759463419163140e-05,3.528070079483708148e-04
8.519564844077970323e-02,1.991264684228882302e-05,-9.396328471568000918e-05,2.619539960632916590e-05,1.000162347898192694e+00,2.116893471724474052e-04,2.116893471724474052e-04,1.991264684228882302e-05,4.610804644861798892e-05,1.000024023758846914e+00,2.725716137797544279e-05,2.725716137797544279e-05,3.085492640069928925e-05,3.219966347622846709e-05,3.219966347622846709e-05,3.518967659136880291e-04
8.749823353377374213e-02,2.041952114404126020e-05,-8.985311391815462186e-05,2.666940328808554191e-05,1.000167477366516344e+00,2.180812209439192352e-04,2.180812209439192352e-04,2.041952114404126020e-05,4.708892443212680211e-05,1.000026210593220055e+00,2.972552321541203354e-05,2.972552321541203354e-05,3.163735384409104712e-05,3.307244595906036792e-05,3.307244595906036792e-05,3.509856318170010629e-04
8.980081862676778104e-02,2.092476999583769829e-05,-8.579184908653520489e-05,2.713289518716632793e-05,1.000172611221205043e+00,2.244506887936806013e-04,2.244506887936806013e-04,2.092476999583769829e-05,4.805766518300402622e-05,1.000028438225656124e+00,3.222002806166448960e-05,3.222002806166448960e-05,3.241715069748064251e-05,3.394596445341867275e-05,3.394596445341867275e-05,3.500736548525473584e-04
9.210340371976183382e-02,2.142839570715314302e-05,-8.177907229390919881e-05,2.758600110941871584e-05,1.000177747300737385e+00,2.307939601900296702e-04,2.307939601900296702e-04,2.142839570715314302e-05,4.901439681657185886e-05,1.000030704110287605e+00,3.473637292374222801e-05,3.473637292374222801e-05,3.319432351345292549e-05,3.482023894204985039e-05,3.482023894204985039e-05,3.491608835102780108e-04
9.440598881275588661e-02,2.193040063749405802e-05,-7.781436801484099711e-05,2.802884565059239816e-05,1.000182883488986540e+00,2.371073106156400528e-04,2.371073106156400528e-04,2.193040063749405802e-05,4.995924628808645618e-05,1.000033005750122328e+00,3.727032546329424160e-05,3.727032546329424160e-05,3.396887887736178098e-05,3.569528705558147667e-05,3.569528705558147667e-05,3.482473655841676900e-04
9.670857390574992551e-02,2.243078719528871781e-05,-7.389732313125561326e-05,2.846155220570174870e-05,1.000188017714642053e+00,2.433870815849637393e-04,2.433870815849637393e-04,2.243078719528871781e-05,5.089233940099046651e-05,1.000035340696439068e+00,3.981772398100185968e-05,3.981772398100185968e-05,3.474082340605659102e-05,3.657112410840458971e-05,3.657112410840458971e-05,3.473331481802839778e-04
9.901115899874396442e-02,2.292955783679492154e-05,-7.002752693783499888e-05,2.888424297835654093e-05,1.000193147950634520e+00,2.496296806437967681e-04,2.496296806437967681e-04,2.292955783679492154e-05,5.181380081515146247e-05,1.000037706548189131e+00,4.237447738319094536e-05,4.237447738319094536e-05,3.551016374663196673e-05,3.744776313456435295e-05,3.744776313456435295e-05,3.464182777248698782e-04
1.013137440917380172e-01,2.342671506502405447e-05,-6.620457114687068872e-05,2.929703899005859882e-05,1.000198272213564499e+00,2.558315813512355270e-04,2.558315813512355270e-04,2.342671506502405447e-05,5.272375405508265329e-05,1.000040100951399280e+00,4.493656513090489346e-05,4.493656513090489346e-05,3.627690657519902875e-05,3.832521492364880043e-05,3.832521492364880043e-05,3.455027999723240878e-04
1.036163291847320700e-01,2.392226142868186312e-05,-6.242804989260346889e-05,2.970006008946474580e-05,1.000203388563138285e+00,2.619893232442610715e-04,2.619893232442610715e-04,2.392226142868186312e-05,5.362232151814660892e-05,1.000042521598583756e+00,4.750003717167464260e-05,4.750003717167464260e-05,3.704105859567902225e-05,3.920348805666778368e-05,3.920348805666778368e-05,3.445867600131098164e-04
1.059189142777261089e-01,2.441619952112565942e-05,-5.869755973503642111e-05,3.009342496161479172e-05,1.000208495101604811e+00,2.680995117851939181e-04,2.680995117851939181e-04,2.441619952112565942e-05,5.450962448274045114e-05,1.000044966228156529e+00,5.006101385423208645e-05,5.006101385423208645e-05,3.780262653861870409e-05,4.008258894191341255e-05,4.008258894191341255e-05,3.436702022815515023e-04
1.082214993707201478e-01,2.490853197933785233e-05,-5.501269966328802116e-05,3.047725113712419841e-05,1.000213589973198758e+00,2.741588182922586464e-04,2.741588182922586464e-04,2.490853197933785233e-05,5.538578311646205073e-05,1.000047432623849319e+00,5.261568582641043670e-05,5.261568582641043670e-05,3.856161716002748179e-05,4.096252185079359432e-05,4.096252185079359432e-05,3.427531705636109268e-04
1.105240844637142006e-01,2.539926148291478701e-05,-5.137307109844447829e-05,3.085165500133902862e-05,1.000218671363588330e+00,2.801639798535008490e-04,2.801639798535008490e-04,2.539926148291478701e-05,5.625091648425381563e-05,1.000049918614135613e+00,5.516031391648559330e-05,5.516031391648559330e-05,3.931803724023463732e-05,4.184328895362883868e-05,4.184328895362883868e-05,3.418357080045450426e-04
1.128266695567082534e-01,2.588839075307235185e-05,-4.777827789595727893e-05,3.121675180345528575e-05,1.000223737499326138e+00,2.861117992243138175e-04,2.861117992243138175e-04,2.588839075307235185e-05,5.710514255652763421e-05,1.000052422071656455e+00,5.769122899820326034e-05,5.769122899820326034e-05,4.007189358276902101e-05,4.272489035540683299e-05,4.272489035540683299e-05,3.409178571165216807e-04
1.151292546497022923e-01,2.637592255166621547e-05,-4.422792634755840272e-05,3.157265566559855807e-05,1.000228786647305190e+00,2.919991447088133804e-04,2.919991447088133804e-04,2.637592255166621547e-05,5.794857821726477355e-05,1.000054940912653345e+00,6.020483183975426585e-05,6.020483183975426585e-05,4.082319301325776638e-05,4.360732413148337675e-05,4.360732413148337675e-05,3.399996597861080811e-04
1.174318397426963312e-01,2.686185968022798793e-05,-4.072162518276593374e-05,3.191947959186598033e-05,1.000233817114218882e+00,2.978229500253243007e-04,2.978229500253243007e-04,2.686185968022798793e-05,5.878133927209397164e-05,1.000057473096402694e+00,6.269759293694841416e-05,6.269759293694841416e-05,4.157194237834624189e-05,4.449058636322411169e-05,4.449058636322411169e-05,3.390811572817489599e-04
1.197344248356903840e-01,2.734620497901631340e-05,-3.725898556993455756e-05,3.225733547732823558e-05,1.000238827246027418e+00,3.035802141562280333e-04,3.035802141562280333e-04,2.734620497901631340e-05,5.960354045634455236e-05,1.000060016624658488e+00,6.516605233084981025e-05,6.516605233084981025e-05,4.231814854463756561e-05,4.537467117357775757e-05,4.537467117357775757e-05,3.381623902611335551e-04
1.220370099286844368e-01,2.782896132608304350e-05,-3.383962111687951275e-05,3.258633411699165844e-05,1.000243815427424021e+00,3.092680011824313442e-04,3.092680011824313442e-04,2.782896132608304350e-05,6.041529544307469856e-05,1.000062569541094737e+00,6.760681941013257706e-05,6.760681941013257706e-05,4.306181839765205578e-05,4.625957076257358242e-05,4.625957076257358242e-05,3.372433987784841211e-04
1.243395950216784757e-01,2.831013163635422346e-05,-3.046314787110034660e-05,3.290658521471956561e-05,1.000248780081310906e+00,3.148834401027163828e-04,3.148834401027163828e-04,2.831013163635422346e-05,6.121671685107378568e-05,1.000065129930757690e+00,7.001657269842122657e-05,7.001657269842122657e-05,4.380295884080604791e-05,4.714527544273540286e-05,4.714527544273540286e-05,3.363242222917903223e-04
1.266421801146725146e-01,2.878971886072571502e-05,-2.712918431957978875e-05,3.321819739211246791e-05,1.000253719668275920e+00,3.204237246382321959e-04,3.204237246382321959e-04,2.878971886072571502e-05,6.200791625283818631e-05,1.000067695919517385e+00,7.239205962687946417e-05,7.239205962687946417e-05,4.454157679441006479e-05,4.803177367440448429e-05,4.803177367440448429e-05,3.354048996699326036e-04
1.289447652076665674e-01,2.926772598517289370e-05,-2.383735138824659680e-05,3.352127819734565295e-05,1.000258632686075622e+00,3.258861130223902241e-04,3.258861130223902241e-04,2.926772598517289370e-05,6.278900418251854665e-05,1.000070265673528080e+00,7.473009629231605101e-05,7.473009629231605101e-05,4.527767919468522160e-05,4.891905210096327049e-05,4.891905210096327049e-05,3.344854691998256193e-04
1.312473503006606201e-01,2.974415602987512164e-05,-2.058727244098016725e-05,3.381593411396520893e-05,1.000263517669121693e+00,3.312679277764327178e-04,3.312679277764327178e-04,2.974415602987512164e-05,6.356009014384033057e-05,1.000072837398690240e+00,7.702756720107140911e-05,7.702756720107140911e-05,4.601127299279919391e-05,4.980709558395428441e-05,4.980709558395428441e-05,3.335659685933602169e-04
1.335499353936546729e-01,3.021901204835386107e-05,-1.737857327830475291e-05,3.410227056964047705e-05,1.000268373187971793e+00,3.365665554709367738e-04,3.365665554709367738e-04,3.021901204835386107e-05,6.432128261799433813e-05,1.000075409340117849e+00,7.928142499895944845e-05,7.928142499895944845e-05,4.674236515391984477e-05,5.069588723808516061e-05,5.069588723808516061e-05,3.326464349943764835e-04
1.358525204866486980e-01,3.069229712662487568e-05,-1.421088213569283214e-05,3.438039194487323076e-05,1.000273197848825291e+00,3.417794464735232000e-04,3.417794464735232000e-04,3.069229712662487568e-05,6.507268907149810645e-05,1.000077979781610837e+00,8.148869018753078779e-05,8.148869018753078779e-05,4.747096265628733059e-05,5.158540846611413765e-05,5.158540846611413765e-05,3.317269049855169332e-04
1.381551055796427507e-01,3.116401438236389296e-05,-1.108382968152236021e-05,3.465040158166255850e-05,1.000277990293023223e+00,3.469041146830375731e-04,3.469041146830375731e-04,3.116401438236389296e-05,6.581441596402645147e-05,1.000080547045131052e+00,8.364645082693178077e-05,8.364645082693178077e-05,4.819707249030366267e-05,5.247563899360811610e-05,5.247563899360811610e-05,3.308074145950152937e-04
1.404576906726368035e-01,3.163416696408609359e-05,-7.997049014696135691e-06,3.491240179212568045e-05,1.000282749196553134e+00,3.519381372504772499e-04,3.519381372504772499e-04,3.163416696408609359e-05,6.654656875621177403e-05,1.000083109490284450e+00,8.575186222563018087e-05,8.575186222563018087e-05,4.892070165764030720e-05,5.336655690356746125e-05,5.336655690356746125e-05,3.298879993034284797e-04
1.427602757656308285e-01,3.210275805033854340e-05,-4.950175661921540682e-06,3.516649386707358112e-05,1.000287473269556582e+00,3.568791542869302873e-04,3.568791542869302873e-04,3.210275805033854340e-05,6.726925191741212453e-05,1.000085665513804400e+00,8.780214661728176213e-05,8.780214661728176213e-05,4.964185717036257681e-05,5.425813867090989348e-05,5.425813867090989348e-05,3.289686940502803674e-04
1.450628608586248813e-01,3.256979084890618476e-05,-1.942847574682062532e-06,3.541277808454138334e-05,1.000292161255843970e+00,3.617248685588021458e-04,3.617248685588021458e-04,3.256979084890618476e-05,6.798256893344756810e-05,1.000088213549043648e+00,8.979459282501187339e-05,8.979459282501187339e-05,5.036054605007155905e-05,5.515035919680794357e-05,5.515035919680794357e-05,3.280495332406731506e-04
1.473654459516189341e-01,3.303526859603044523e-05,1.025294874144884976e-06,3.565135371827295527e-05,1.000296811932410046e+00,3.664730451705993297e-04,3.664730451705993297e-04,3.303526859603044523e-05,6.868662231430340049e-05,1.000090752065467159e+00,9.172655591338571416e-05,9.172655591338571416e-05,5.107677532706240286e-05,5.604319184287262067e-05,5.604319184287262067e-05,3.271305507517529806e-04
1.496680310446129869e-01,3.349919455564094481e-05,3.954608893920536958e-06,3.588231904615954052e-05,1.000301424108957393e+00,3.711215112355451895e-04,3.711215112355451895e-04,3.349919455564094481e-05,6.938151360180048533e-05,1.000093279568152083e+00,9.359545682834326176e-05,9.359545682834326176e-05,5.179055203949955240e-05,5.693660846517800754e-05,5.693660846517800754e-05,3.262117799392134443e-04
1.519706161376070397e-01,3.396157201859973252e-05,6.845449280238110880e-06,3.610577135863186926e-05,1.000305996627422367e+00,3.756681555343002916e-04,3.756681555343002916e-04,3.396157201859973252e-05,7.006734337723160178e-05,1.000095794597290588e+00,9.539878202537389808e-05,9.539878202537389808e-05,5.250188323260806774e-05,5.783057944811987114e-05,5.783057944811987114e-05,3.252932536436173305e-04
1.542732012306010647e-01,3.442240430195774731e-05,9.698168419136297405e-06,3.632180696700502509e-05,1.000310528361504359e+00,3.801109281620576466e-04,3.801109281620576466e-04,3.442240430195774731e-05,7.074421126896277240e-05,1.000098295727697373e+00,9.713408308620657061e-05,9.713408308620657061e-05,5.321077595788065975e-05,5.872507373810237981e-05,5.872507373810237981e-05,3.243750041967712505e-04
1.565757863235951175e-01,3.488169474822419450e-05,1.251311629166552693e-05,3.653052121177708441e-05,1.000315018216202612e+00,3.844478401642945813e-04,3.844478401642945813e-04,3.488169474822419450e-05,7.141221596000127891e-05,1.000100781568322716e+00,9.879897632428946566e-05,9.879897632428946566e-05,5.391723727230146910e-05,5.962005887704812935e-05,5.962005887704812935e-05,3.234570634279138306e-04
1.588783714165891703e-01,3.533944672464728613e-05,1.529064047868349064e-05,3.673200847087925791e-05,1.000319465127354812e+00,3.886769631614440642e-04,3.886769631614440642e-04,3.533944672464728613e-05,7.207145519552654405e-05,1.000103250761768203e+00,1.003911423793378744e-04,1.003911423793378744e-04,5.462127423758417026e-05,6.051550103572380729e-05,6.051550103572380729e-05,3.225394626699062896e-04
1.611809565095831953e-01,3.579566362250773413e-05,1.803108616590748880e-05,3.692636216787926242e-05,1.000323868061180344e+00,3.927964289627691665e-04,3.927964289627691665e-04,3.579566362250773413e-05,7.272202579038699656e-05,1.000105701983809103e+00,1.019083258012211938e-04,1.019083258012211938e-04,5.532289391942662321e-05,6.141136504687815466e-05,6.141136504687815466e-05,3.216222327653842561e-04
