ln_a,zeta_obs,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,zeta,u,delta_b,delta_gamma,delta_nu,vartheta_b,vartheta_gamma,vartheta_nu,alpha
1.174318397426963312e-01,1.271929126144039264e-06,-1.833513008969365243e-05,1.834572795184548184e-05,1.003161556976740476e+00,1.164191143595253927e-03,1.164191143595253927e-03,1.271929126144039264e-06,1.961765707798952111e-05,1.003102704005506496e+00,1.085720515283295938e-03,1.085720515283295938e-03,1.965833448751558022e-06,2.800633958956042684e-05,2.800633958956042684e-05,1.315094204969353545e-05
1.197344248356903840e-01,1.290562421569601842e-06,-1.400758936472042979e-05,1.837869494624503984e-05,1.003247916079025304e+00,1.107641837623104478e-03,1.107641837623104478e-03,1.290562421569601842e-06,1.966925736781464232e-05,1.003188908306921867e+00,1.028964808151845841e-03,1.028964808151845841e-03,1.994317879039371219e-06,2.868788578273313381e-05,2.868788578273313381e-05,1.296376384734656280e-05
1.220370099286844368e-01,1.308915242534524690e-06,-9.745568172095352697e-06,1.840166465004993156e-05,1.003334074326112324e+00,1.047206424628321182e-03,1.047206424628321182e-03,1.308915242534524690e-06,1.971057989258445455e-05,1.003274942586434682e+00,9.683641050579833501e-04,9.683641050579833501e-04,2.022355943353117725e-06,2.933633274880484014e-05,2.933633274880484014e-05,1.277571996025899633e-05
1.243395950216784757e-01,1.326986751382633654e-06,-5.549181483010390570e-06,1.841479509226431901e-05,1.003419984402307952e+00,9.830651207301532857e-04,9.830651207301532857e-04,1.326986751382633654e-06,1.974178184364695267e-05,1.003360759056777018e+00,9.040979933555654208e-04,9.040979933555654208e-04,2.049946264557616781e-06,2.994946943587353271e-05,2.994946943587353271e-05,1.258686700814371470e-05
1.266421801146725146e-01,1.344776190733397811e-06,-1.418515309379356837e-06,1.841824433210986821e-05,1.003505600195814917e+00,9.154116666630085237e-04,9.154116666630085237e-04,1.344776190733397811e-06,1.976302052284326539e-05,1.003446311134246427e+00,8.363595845716354079e-04,8.363595845716354079e-04,2.077087589056340147e-06,3.052518851003182008e-05,3.052518851003182008e-05,1.239726072191698348e-05
1.289447652076665674e-01,1.362282881972015109e-06,2.646372497837834438e-06,1.841217039623118182e-05,1.003590876788693853e+00,8.444524544118476531e-04,8.444524544118476531e-04,1.362282881972015109e-06,1.977445327820319756e-05,1.003531553428859135e+00,7.653546412990349171e-04,7.653546412990349171e-04,2.103778784675457310e-06,3.106149402110486697e-05,3.106149402110486697e-05,1.220695594597410900e-05
1.312473503006606201e-01,1.379506223747456713e-06,6.645451460709270498e-06,1.839673121775055212e-05,1.003675770446506688e+00,7.704056167006135842e-04,7.704056167006135842e-04,1.379506223747456713e-06,1.977623744149800735e-05,1.003616441734182185e+00,6.913006669346215141e-04,6.913006669346215141e-04,2.130018838557940475e-06,3.155650856876090316e-05,3.155650856876090316e-05,1.201600664081360413e-05
1.335499353936546729e-01,1.396445690479222677e-06,1.057871769700526957e-05,1.837208457714496979e-05,1.003760238607666277e+00,6.935000834868936112e-04,6.935000834868936112e-04,1.396445690479222677e-06,1.976853026762419416e-05,1.003700933016863361e+00,6.144259624163968345e-04,6.144259624163968345e-04,2.155806855068448473e-06,3.200847994810702339e-05,3.200847994810702339e-05,1.182446588599326033e-05
1.358525204866486980e-01,1.413100830873490565e-06,1.444619315365104636e-05,1.833838804491764318e-05,1.003844239872498711e+00,6.139746096809411361e-04,6.139746096809411361e-04,1.413100830873490565e-06,1.975148887579113480e-05,1.003784985405871355e+00,5.349686541777766511e-04,5.349686541777766511e-04,2.181142053709600731e-06,3.241578725637310877e-05,3.241578725637310877e-05,1.163238588340208859e-05
1.381551055796427507e-01,1.429471266449341014e-06,1.824792485112650253e-05,1.829579892603625549e-05,1.003927733992040716e+00,5.320767783294409704e-04,5.320767783294409704e-04,1.429471266449341014e-06,1.972527019248559820e-05,1.003868558181463255e+00,4.531756975594985505e-04,4.531756975594985505e-04,2.206023767050291797e-06,3.277694644456298625e-05,3.277694644456298625e-05,1.143981796083204562e-05
1.404576906726368035e-01,1.445556690075695939e-06,2.198398413895498029e-05,1.824447420610983837e-05,1.004010681856580156e+00,4.480619835275078408e-04,4.480619835275078408e-04,1.445556690075695939e-06,1.969003089618553558e-05,1.003951611763891583e+00,3.693018599427656985e-04,3.693018599427656985e-04,2.230451438666601264e-06,3.309061530045106245e-05,3.309061530045106245e-05,1.124681257583452569e-05
1.427602757656308285e-01,1.461356864519576479e-06,2.565446596241360762e-05,1.818457049927583221e-05,1.004093045483961166e+00,3.621923973156576464e-04,3.621923973156576464e-04,1.461356864519576479e-06,1.964592736379540763e-05,1.004034107701869738e+00,2.836086878604760159e-04,2.836086878604760159e-04,2.254424621095858951e-06,3.335559785166210571e-05,3.335559785166210571e-05,1.105341931984643431e-05
1.450628608586248813e-01,1.476871621006256893e-06,2.925948814057285997e-05,1.811624399776883880e-05,1.004174788007661245e+00,2.747359248008807500e-04,2.747359248008807500e-04,1.476871621006256893e-06,1.959311561877509632e-05,1.004116008660804971e+00,1.963634623257803512e-04,1.963634623257803512e-04,2.277942973804372728e-06,3.357084818000364771e-05,3.357084818000364771e-05,1.085968692257176097e-05
1.473654459516189341e-01,1.492100857791855433e-06,3.279919065576524580e-05,1.803965042314237236e-05,1.004255873664657406e+00,1.859651517053214134e-04,1.859651517053214134e-04,1.492100857791855433e-06,1.953175128093422928e-05,1.004197278410814631e+00,1.078381465815844963e-04,1.078381465815844963e-04,2.301006261169296712e-06,3.373547364064017826e-05,3.373547364064017826e-05,1.066566325660437148e-05
1.496680310446129869e-01,1.507044538748876782e-06,3.627373495455901383e-05,1.795494497911474547e-05,1.004336267783095815e+00,9.615628849255751260e-05,9.615628849255751260e-05,1.507044538748876782e-06,1.946198951786362225e-05,1.004277881814542139e+00,1.830833042110302359e-05,1.830833042110302359e-05,2.323614350475098494e-06,3.384873748202686813e-05,3.384873748202686813e-05,1.047139534227885390e-05
1.519706161376070397e-01,1.521702691965180803e-06,3.968330326030462395e-05,1.786228230601029742e-05,1.004415936769772699e+00,5.588115156043082046e-06,5.588115156043082046e-06,1.521702691965180803e-06,1.938398499797547780e-05,1.004357784814778665e+00,-7.194782483585882916e-05,-7.194782483585882916e-05,2.345767209925033254e-06,3.391006086494749390e-05,3.391006086494749390e-05,1.027692935273609237e-05
1.542732012306010647e-01,1.536075408356829298e-06,4.302809789730214433e-05,1.776181643676696953e-05,1.004494848097447601e+00,-8.545906932988673059e-05,-8.545906932988673059e-05,1.536075408356829298e-06,1.929789184512379840e-05,1.004436954421912276e+00,-1.626506367103819242e-04,-1.626506367103819242e-04,2.367464906668028793e-06,3.391902428120874903e-05,3.391902428120874903e-05,1.008231061919124616e-05
1.565757863235951175e-01,1.550162840295220930e-06,4.630834062662429621e-05,1.765370075448131974e-05,1.004572970291992107e+00,-1.767044889907165377e-04,-1.767044889907165377e-04,1.550162840295220930e-06,1.920386359477654025e-05,1.004515358701207672e+00,-2.535199433698226987e-04,-2.535199433698226987e-04,2.388707604841336807e-06,3.387536837493135164e-05,3.387536837493135164e-05,9.887583636392028376e-06
1.588783714165891703e-01,1.563965200248901637e-06,4.952427199362076404e-05,1.753808795146208937e-05,1.004650272919391130e+00,-2.678679204690578288e-04,-2.678679204690578288e-04,1.563965200248901637e-06,1.910205315171098974e-05,1.004592966759936035e+00,-3.442761330759017743e-04,-3.442761330759017743e-04,2.409495563629291767e-06,3.377899417143550431e-05,3.377899417143550431e-05,9.692792068255459418e-06
1.611809565095831953e-01,1.577482759440401193e-06,5.267615068710809761e-05,1.741512998976340091e-05,1.004726726572611639e+00,-3.586707066053670522e-04,-3.586707066053670522e-04,1.577482759440401193e-06,1.899261274920380083e-05,1.004669748734364099e+00,-4.346411576021822691e-04,-4.346411576021822691e-04,2.429829135338486574e-06,3.362996272103011930e-05,3.362996272103011930e-05,9.497978753672245007e-06
