ln_a,Q,H,Q_prime,H_prime,D_s,Xi_s,W_s,scaled_constraint_residual
2.239264002936709463e-01,1.139626765384174956e+00,1.142017544757738312e+00,-5.999090228491572863e-02,-3.117402814119498156e-01,1.349872924177130251e+01,1.439420515960281044e+01,1.403505476155395337e+00,1.472115853341337337e-14
2.242142234302952064e-01,1.139609499214434551e+00,1.141927852049580583e+00,-5.998673651245780419e-02,-3.115085193805234298e-01,1.348648911167393294e+01,1.438197763548810748e+01,1.403333233726588691e+00,1.736465934248497669e-14
2.245020465669194665e-01,1.139592234241172175e+00,1.141838226022625191e+00,-5.998258830931511160e-02,-3.112769329452446110e-01,1.347425579631038417e+01,1.436975691277885225e+01,1.403161130519806399e+00,1.719811376459392264e-15
2.247898697035437265e-01,1.139574970459325653e+00,1.141748666626344333e+00,-5.997845768858828946e-02,-3.110455220082359307e-01,1.346202929182469177e+01,1.435754298763242254e+01,1.402989166430885781e+00,5.998794890146813824e-15
2.250776928401679866e-01,1.139557707863838809e+00,1.141659173810241734e+00,-5.997434466345053644e-02,-3.108142864716842979e-01,1.344980959435468293e+01,1.434533585619997709e+01,1.402817341355729885e+00,5.411886514036980206e-15
2.253655159767922467e-01,1.139540446449642364e+00,1.141569747523846656e+00,-5.997024924709935811e-02,-3.105832262378195874e-01,1.343759670004377149e+01,1.433313551463824709e+01,1.402645655190310148e+00,6.377251351581382710e-15
2.256533391134165067e-01,1.139523186211662154e+00,1.141480387716714784e+00,-5.996617145278446831e-02,-3.103523412089264633e-01,1.342539060503418469e+01,1.432094195910276468e+01,1.402474107830661509e+00,1.380437666960336813e-14
2.259411622500407391e-01,1.139505927144832453e+00,1.141391094338435774e+00,-5.996211129381986971e-02,-3.101216312873508740e-01,1.341319130546404637e+01,1.430875518574494620e+01,1.402302699172887746e+00,1.074216467138154961e-14
2.262289853866649991e-01,1.139488669244064889e+00,1.141301867338619269e+00,-5.995806878346215257e-02,-3.098910963754489267e-01,1.340099879749673484e+01,1.429657519074143757e+01,1.402131429113163463e+00,5.917004107435940703e-15
2.265168085232892592e-01,1.139471412504292847e+00,1.141212706666913546e+00,-5.995404393510849611e-02,-3.096607363756688214e-01,1.338881307727321079e+01,1.428440197024646352e+01,1.401960297547726331e+00,6.169230419229802939e-15
2.268046316599135193e-01,1.139454156920411965e+00,1.141123612272981536e+00,-5.995003676217092181e-02,-3.094305511904960615e-01,1.337663414094246228e+01,1.427223552042226196e+01,1.401789304372878631e+00,2.346153071494477491e-14
2.270924547965377793e-01,1.139436902487352299e+00,1.141034584106528804e+00,-5.994604727802254479e-02,-3.092005407224396318e-01,1.336446198467407953e+01,1.426007583745164453e+01,1.401618449484999473e+00,1.767085207843233775e-14
2.273802779331620394e-01,1.139419649200002382e+00,1.140945622117275127e+00,-5.994207549622239395e-02,-3.089707048741113793e-01,1.335229660460475998e+01,1.424792291748454076e+01,1.401447732780520816e+00,4.113697112415262826e-15
2.276681010697862717e-01,1.139402397053277616e+00,1.140856726254979359e+00,-5.993812143023772437e-02,-3.087410435481263149e-01,1.334013799690454682e+01,1.423577675670418685e+01,1.401277154155953442e+00,6.129004118620937866e-15
2.279559242064105318e-01,1.139385146042079189e+00,1.140767896469425002e+00,-5.993418509362063301e-02,-3.085115566471657300e-01,1.332798615773469031e+01,1.422363735128502427e+01,1.401106713507871415e+00,1.855624631632234861e-14
2.282437473430347918e-01,1.139367896161287197e+00,1.140679132710416432e+00,-5.993026649999508987e-02,-3.082822440739719783e-01,1.331584108325088245e+01,1.421150469739592559e+01,1.400936410732910531e+00,9.110839078578711397e-15
2.285315704796590519e-01,1.139350647405809269e+00,1.140590434927798880e+00,-5.992636566299571615e-02,-3.080531057313297683e-01,1.330370276961769527e+01,1.419937879121462210e+01,1.400766245727780301e+00,7.054052494095066749e-15
2.288193936162833120e-01,1.139333399770519728e+00,1.140501803071433340e+00,-5.992248259625487100e-02,-3.078241415220547839e-01,1.329157121301184752e+01,1.418725962893097581e+01,1.400596218389255521e+00,7.978362240504483776e-16
2.291072167529075720e-01,1.139316153250313546e+00,1.140413237091219001e+00,-5.991861731353030629e-02,-3.075953513490491953e-01,1.327944640959167266e+01,1.417514720671645811e+01,1.400426328614175153e+00,1.679774042926340015e-15
2.293950398895318044e-01,1.139298907840058162e+00,1.140324736937073036e+00,-5.991476982853640582e-02,-3.073667351152307714e-01,1.326732835553748835e+01,1.416304152076449974e+01,1.400256576299447442e+00,1.402710497468772249e-14
2.296828630261560644e-01,1.139281663534640110e+00,1.140236302558950587e+00,-5.991094015511061466e-02,-3.071382927236024907e-01,1.325521704701182557e+01,1.415094256725074295e+01,1.400086961342045022e+00,1.453209959430526330e-14
2.299706861627803245e-01,1.139264420328920391e+00,1.140147933906825450e+00,-5.990712830707623643e-02,-3.069100240771943655e-01,1.324311248019227527e+01,1.413885034236587046e+01,1.399917483639007809e+00,5.250406719716019396e-15
2.302585092994045846e-01,1.139247178217776879e+00,1.140059630930707613e+00,-5.990333429828488543e-02,-3.066819290790853691e-01,1.323101465126124054e+01,1.412676484230535401e+01,1.399748143087445662e+00,5.880870523200659504e-16
2.305463324360288446e-01,1.139229937196065912e+00,1.139971393580628600e+00,-5.989955814267190759e-02,-3.064540076324194784e-01,1.321892355639294614e+01,1.411468606325648700e+01,1.399578939584531057e+00,4.200918064083454845e-15
2.308341555726531047e-01,1.139212697258643159e+00,1.139883221806648583e+00,-5.989579985419291736e-02,-3.062262596403843018e-01,1.320683919176844157e+01,1.410261400141336985e+01,1.399409873027503304e+00,2.680374634862665549e-14
2.311219787092773648e-01,1.139195458400377170e+00,1.139795115558862149e+00,-5.989205944682390176e-02,-3.059986850062125230e-01,1.319476155357556735e+01,1.409054865297687087e+01,1.399240943313672769e+00,2.115460332217346447e-14
2.314098018459015971e-01,1.139178220616112069e+00,1.139707074787384311e+00,-5.988833693459246627e-02,-3.057712836331898387e-01,1.318269063800166307e+01,1.407849001414734857e+01,1.399072150340412879e+00,1.187010155958555759e-14
2.316976249825258571e-01,1.139160983900692203e+00,1.139619099442358952e+00,-5.988463233164010441e-02,-3.055440554246812712e-01,1.317062644121883963e+01,1.406643808110993454e+01,1.398903494005157899e+00,1.180790511764725302e-14
2.319854481191501172e-01,1.139143748248965249e+00,1.139531189473961037e+00,-5.988094565201766001e-02,-3.053170002840533415e-01,1.315856895943230320e+01,1.405439285008281480e+01,1.398734974205420478e+00,2.311318297477599276e-15
2.322732712557743773e-01,1.139126513655771999e+00,1.139443344832392402e+00,-5.987727690990134188e-02,-3.050901181147556152e-01,1.314651818882938983e+01,1.404235431726630878e+01,1.398566590838773438e+00,2.160183780166428627e-14
2.325610943923986373e-01,1.139109280115935263e+00,1.139355565467876641e+00,-5.987362611954551161e-02,-3.048634088203022174e-01,1.313447412559080441e+01,1.403032247885409234e+01,1.398398343802849331e+00,2.763464143069508453e-14
2.328489175290228974e-01,1.139092047624301829e+00,1.139267851330676873e+00,-5.986999329510062778e-02,-3.046368723042051085e-01,1.312243676593337938e+01,1.401829733107593690e+01,1.398230232995364197e+00,1.239968259664136779e-14
2.331367406656471297e-01,1.139074816175692506e+00,1.139180202371074424e+00,-5.986637845091132004e-02,-3.044105084700844399e-01,1.311040610604005252e+01,1.400627887012772455e+01,1.398062258314083373e+00,1.963070467548389124e-14
2.334245638022713898e-01,1.139057585764928993e+00,1.139092618539381041e+00,-5.986278160127807974e-02,-3.041843172215790703e-01,1.309838214211592700e+01,1.399426709222748144e+01,1.397894419656847687e+00,2.293211977638799211e-14
2.337123869388956499e-01,1.139040356386829878e+00,1.139005099785936448e+00,-5.985920276056878875e-02,-3.039582984623898643e-01,1.308636487036205764e+01,1.398226199358916944e+01,1.397726716921561696e+00,2.648624636953233631e-14
2.340002100755199099e-01,1.139023128036209309e+00,1.138917646061107680e+00,-5.985564194317639919e-02,-3.037324520962622065e-01,1.307435428698541813e+01,1.397026357043265676e+01,1.397559150006197459e+00,1.486276744495891493e-14
2.342880332121441700e-01,1.139005900707880992e+00,1.138830257315291750e+00,-5.985209916357858706e-02,-3.035067780270107041e-01,1.306235038818491923e+01,1.395827181896973990e+01,1.397391718808790761e+00,1.705027952439650556e-14
2.345758563487684301e-01,1.138988674396651746e+00,1.138742933498911203e+00,-5.984857443622065842e-02,-3.032812761584720018e-01,1.305035317017890861e+01,1.394628673543162733e+01,1.397224423227448664e+00,1.957450062298938480e-14
2.348636794853926624e-01,1.138971449097317290e+00,1.138655674562414344e+00,-5.984506777570503672e-02,-3.030559463945787235e-01,1.303836262916081346e+01,1.393430831602461240e+01,1.397057263160335072e+00,3.574540927375818533e-16
2.351515026220169224e-01,1.138954224804681115e+00,1.138568480456281451e+00,-5.984157919654986557e-02,-3.028307886392676007e-01,1.302637876135564454e+01,1.392233655698653649e+01,1.396890238505690940e+00,7.359862829079941595e-16
2.354393257586411825e-01,1.138937001513530056e+00,1.138481351131015229e+00,-5.983810871336685266e-02,-3.026058027965456421e-01,1.301440156297841533e+01,1.391037145454524016e+01,1.396723349161816952e+00,1.377441869824604719e-14
2.357271488952654426e-01,1.138919779218662942e+00,1.138394286537153466e+00,-5.983465634085022300e-02,-3.023809887704893562e-01,1.300243103023674784e+01,1.389841300492116005e+01,1.396556595027081293e+00,1.120958344513324687e-14
2.360149720318897026e-01,1.138902557914857949e+00,1.138307286625253489e+00,-5.983122209367396083e-02,-3.021563464652007869e-01,1.299046715935494234e+01,1.388646120435139686e+01,1.396389975999917432e+00,1.173617915221282178e-14
2.363027951685139627e-01,1.138885337596896363e+00,1.138220351345904824e+00,-5.982780598660446258e-02,-3.019318757848545309e-01,1.297850994654767298e+01,1.387451604906340918e+01,1.396223491978825670e+00,1.268352854939418628e-14
2.365906183051382228e-01,1.138868118259567686e+00,1.138133480649728080e+00,-5.982440803437527599e-02,-3.017075766336492770e-01,1.296655938804917696e+01,1.386257753530419734e+01,1.396057142862376699e+00,1.952095153059939775e-14
2.368784414417624551e-01,1.138850899897623226e+00,1.138046674487358967e+00,-5.982102825186736555e-02,-3.014834489158726427e-01,1.295461548007141594e+01,1.385064565929849145e+01,1.395890928549196941e+00,9.087971637982345981e-15
2.371662645783867152e-01,1.138833682505844713e+00,1.137959932809473829e+00,-5.981766665391805016e-02,-3.012594925358350051e-01,1.294267821884840686e+01,1.383872041729304669e+01,1.395724848937988538e+00,1.710424670965052358e-14
2.374540877150109752e-01,1.138816466078989231e+00,1.137873255566769437e+00,-5.981432325548356743e-02,-3.010357073979259002e-01,1.293074760059858086e+01,1.382680180551903248e+01,1.395558903927512695e+00,2.066117735562318817e-14
2.377419108516352353e-01,1.138799250611824965e+00,1.137786642709974538e+00,-5.981099807145313918e-02,-3.008120934065467433e-01,1.291882362156790442e+01,1.381488982023511802e+01,1.395393093416604113e+00,1.079421577953251676e-14
2.380297339882594954e-01,1.138782036099105222e+00,1.137700094189842526e+00,-5.980769111686718570e-02,-3.005886504661918202e-01,1.290690627797929402e+01,1.380298445767693138e+01,1.395227417304155892e+00,7.449156970627525726e-15
2.383175571248837554e-01,1.138764822535574650e+00,1.137613609957152327e+00,-5.980440240674095298e-02,-3.003653784813808403e-01,1.289499556607358599e+01,1.379108571409799389e+01,1.395061875489131520e+00,9.722455277278464469e-15
2.386053802615079877e-01,1.138747609915983450e+00,1.137527189962713958e+00,-5.980113195619973787e-02,-3.001422773567130053e-01,1.288309148207814658e+01,1.377919358573835318e+01,1.394896467870555767e+00,2.020390451319830556e-15
2.388932033981322478e-01,1.138730398235074270e+00,1.137440834157364078e+00,-5.979787978033232476e-02,-2.999193469968089443e-01,1.287119402224088738e+01,1.376730806885857739e+01,1.394731194347525793e+00,4.188391094458055719e-15
2.391810265347565079e-01,1.138713187487586653e+00,1.137354542491966658e+00,-5.979464589432068045e-02,-2.996965873063612840e-01,1.285930318280025375e+01,1.375542915970976132e+01,1.394566054819199596e+00,1.757562122765462856e-14
2.394688496713807679e-01,1.138695977668250148e+00,1.137268314917411205e+00,-5.979143031339958364e-02,-2.994739981901183290e-01,1.284741895999461825e+01,1.374355685454291454e+01,1.394401049184800234e+00,7.641187792081709490e-15
2.397566728080050280e-01,1.138678768771792527e+00,1.137182151384616091e+00,-5.978823305281903699e-02,-2.992515795528699618e-01,1.283554135007097230e+01,1.373169114961765125e+01,1.394236177343620042e+00,1.865168147823691000e-14
2.400444959446292881e-01,1.138661560792947114e+00,1.137096051844529887e+00,-5.978505412784319156e-02,-2.990293312994493080e-01,1.282367034928513227e+01,1.371983204120238753e+01,1.394071439195017525e+00,3.242164084766621285e-15
2.403323190812535481e-01,1.138644353726423031e+00,1.137010016248122035e+00,-5.978189355385728904e-02,-2.988072533347693738e-01,1.281180595387723642e+01,1.370797952554986132e+01,1.393906834638411585e+00,1.094832285639470121e-14
2.406201422178777805e-01,1.138627147566951825e+00,1.136924044546399282e+00,-5.977875134625280223e-02,-2.985853455637849652e-01,1.279994816009807934e+01,1.369613359892344739e+01,1.393742363573291954e+00,1.924511061775934467e-14
2.409079653545020405e-01,1.138609942309234846e+00,1.136838136690385248e+00,-5.977562752043514421e-02,-2.983636078914890799e-01,1.278809696420752218e+01,1.368429425759556928e+01,1.393578025899211870e+00,1.189741494407635046e-14
2.411957884911263006e-01,1.138592737947971889e+00,1.136752292631132422e+00,-5.977252209190629662e-02,-2.981420402229482680e-01,1.277625236245541807e+01,1.367246149782864251e+01,1.393413821515787854e+00,2.931388111474638710e-14
2.414836116277505607e-01,1.138575534477885398e+00,1.136666512319731703e+00,-5.976943507614644602e-02,-2.979206424632599992e-01,1.276441435110878508e+01,1.366063531590220848e+01,1.393249750322710145e+00,9.456062525728886579e-15
2.417714347643748207e-01,1.138558331893653186e+00,1.136580795707284652e+00,-5.976636648877327318e-02,-2.976994145176063422e-01,1.275258292641540514e+01,1.364881570807659372e+01,1.393085812219722053e+00,1.040449082631586124e-14
2.420592579009990808e-01,1.138541130189980155e+00,1.136495142744933018e+00,-5.976331634539073373e-02,-2.974783562912032830e-01,1.274075808463842030e+01,1.363700267062744764e+01,1.392922007106640603e+00,5.055161026614590112e-16
2.423470810376233131e-01,1.138523929361550335e+00,1.136409553383839421e+00,-5.976028466162117136e-02,-2.972574676893088297e-01,1.272893982204907992e+01,1.362519619983851271e+01,1.392758334883348770e+00,6.909194952421715078e-15
2.426349041742475732e-01,1.138506729403052864e+00,1.136324027575197126e+00,-5.975727145319573164e-02,-2.970367486172593718e-01,1.271712813490595906e+01,1.361339629198085710e+01,1.392594795449790812e+00,2.949249206437500695e-15
2.429227273108718332e-01,1.138489530309166664e+00,1.136238565270224710e+00,-5.975427673582918431e-02,-2.968161989804212197e-01,1.270532301948372300e+01,1.360160294334161257e+01,1.392431388705980044e+00,2.045655410656166368e-14
2.432105504474960933e-01,1.138472332074563553e+00,1.136153166420167393e+00,-5.975130052536316988e-02,-2.965958186842448940e-01,1.269352447204036771e+01,1.358981615019124334e+01,1.392268114551990399e+00,8.048341702549498884e-15
2.434983735841203534e-01,1.138455134693916460e+00,1.136067830976299042e+00,-5.974834283756112752e-02,-2.963756076341879098e-01,1.268173248886409787e+01,1.357803590883038858e+01,1.392104972887968639e+00,3.497686717147836363e-15
2.437861967207446134e-01,1.138437938161893426e+00,1.135982558889920835e+00,-5.974540368835965648e-02,-2.961555657358109217e-01,1.266994706621592037e+01,1.356626221553249501e+01,1.391941963614118816e+00,8.955534412115150453e-15
2.440740198573688735e-01,1.138420742473159164e+00,1.135897350112361703e+00,-5.974248309364958709e-02,-2.959356928946926812e-01,1.265816820037968427e+01,1.355449506659382664e+01,1.391779086630716034e+00,1.791229533715691655e-15
2.443618429939931058e-01,1.138403547622370837e+00,1.135812204594976782e+00,-5.973958106940697316e-02,-2.957159890164814953e-01,1.264639588763221489e+01,1.354273445830361311e+01,1.391616341838098458e+00,1.711268139336541076e-14
2.446496661306173659e-01,1.138386353604171619e+00,1.135727122289144519e+00,-5.973669763166611357e-02,-2.954964540068826251e-01,1.263463012424952936e+01,1.353098038695027050e+01,1.391453729136667317e+00,1.195018959207525432e-14
2.449374892672416260e-01,1.138369160413217784e+00,1.135642103146277115e+00,-5.973383279647433153e-02,-2.952770877716451303e-01,1.262287090651704702e+01,1.351923284883159226e+01,1.391291248426892446e+00,1.055988393887304594e-14
2.452253124038658860e-01,1.138351968044150064e+00,1.135557147117809862e+00,-5.973098657992115951e-02,-2.950578902165693629e-01,1.261111823072308979e+01,1.350749184024826199e+01,1.391128899609308522e+00,2.824593018580905200e-14
2.455131355404901461e-01,1.138334776491606970e+00,1.135472254155206473e+00,-5.972815899819109570e-02,-2.948388612475286163e-01,1.259937209314684914e+01,1.349575735749183103e+01,1.390966682584512393e+00,2.784732900131948722e-14
2.458009586771144062e-01,1.138317585750216354e+00,1.135387424209955087e+00,-5.972535006749130765e-02,-2.946200007704408708e-01,1.258763249007490437e+01,1.348402939686121904e+01,1.390804597253167074e+00,1.111017679737165667e-14
2.460887818137386385e-01,1.138300395814628718e+00,1.135302657233581369e+00,-5.972255980401860315e-02,-2.944013086912594113e-01,1.257589941780858567e+01,1.347230795467007169e+01,1.390642643516006416e+00,4.216673342341944848e-16
2.463766049503628985e-01,1.138283206679449489e+00,1.135217953177622530e+00,-5.971978822409377413e-02,-2.941827849160172925e-01,1.256417287263378313e+01,1.346059302721659634e+01,1.390480821273821110e+00,4.385639067804119069e-15
2.466644280869871586e-01,1.138266018339302077e+00,1.135133311993651528e+00,-5.971703534404605718e-02,-2.939644293507900352e-01,1.255245285084691531e+01,1.344888461080951103e+01,1.390319130427470018e+00,1.185046626391616521e-14
2.469522512236114187e-01,1.138248830788807453e+00,1.135048733633269524e+00,-5.971430118025693873e-02,-2.937462419017093374e-01,1.254073934874516461e+01,1.343718270175828167e+01,1.390157570877879056e+00,1.039622317923076296e-14
2.472400743602356787e-01,1.138231644022574818e+00,1.134964218048101436e+00,-5.971158574915657463e-02,-2.935282224749617974e-01,1.252903236262727660e+01,1.342548729637393023e+01,1.389996142526036094e+00,3.521881015001004775e-15
2.475278974968599388e-01,1.138214458035200716e+00,1.134879765189796608e+00,-5.970888906722172929e-02,-2.933103709767875822e-01,1.251733188879412140e+01,1.341379839096958193e+01,1.389834845272994723e+00,7.698047520566338407e-15
2.478157206334841711e-01,1.138197272821299233e+00,1.134795375010039686e+00,-5.970621115097848874e-02,-2.930926873134848121e-01,1.250563792354794579e+01,1.340211598185973330e+01,1.389673679019874486e+00,5.779200773471494011e-15
2.481035437701084312e-01,1.138180088375464027e+00,1.134711047460536415e+00,-5.970355201698385184e-02,-2.928751713913982924e-01,1.249395046319671820e+01,1.339044006536458120e+01,1.389512643667859759e+00,1.276151020365741646e-14
2.483913669067326913e-01,1.138162904692280986e+00,1.134626782493018515e+00,-5.970091168187999231e-02,-2.926578231169416067e-01,1.248226950404186653e+01,1.337877063779777842e+01,1.389351739118197759e+00,8.754357006833564659e-15
2.486791900433569513e-01,1.138145721766333551e+00,1.134542580059244576e+00,-5.969829016233302310e-02,-2.924406423965749680e-01,1.247059504239210526e+01,1.336710769548024658e+01,1.389190965272199429e+00,2.599059998718827800e-14
2.489670131799812114e-01,1.138128539592218935e+00,1.134458440111008493e+00,-5.969568747500678119e-02,-2.922236291367957262e-01,1.245892707456928328e+01,1.335545123474601859e+01,1.389030322031249209e+00,1.337593893596712175e-14
2.492548363166054715e-01,1.138111358164506370e+00,1.134374362600121477e+00,-5.969310363668228758e-02,-2.920067832441807787e-01,1.244726559688163547e+01,1.334380125191551514e+01,1.388869809296787494e+00,6.983810023831172579e-15
2.495426594532297315e-01,1.138094177477765312e+00,1.134290347478423833e+00,-5.969053866419724019e-02,-2.917901046253660868e-01,1.243561060563740917e+01,1.333215774330915693e+01,1.388709426970319072e+00,5.443942311020820962e-15
2.498304825898539638e-01,1.138076997526566103e+00,1.134206394697784281e+00,-5.968799257434881378e-02,-2.915735931870092612e-01,1.242396209716666711e+01,1.332052070526914989e+01,1.388549174953419563e+00,1.620631944579009816e-14
2.501183057264782517e-01,1.138059818305472870e+00,1.134122504210098858e+00,-5.968546538409206376e-02,-2.913572488358651125e-01,1.241232006777682528e+01,1.330889013411505672e+01,1.388389053147723651e+00,1.276755971959783357e-14
2.504061288631024840e-01,1.138042639809032419e+00,1.134038675967284915e+00,-5.968295711034938417e-02,-2.911410714787112108e-01,1.240068451379543468e+01,1.329726602618655917e+01,1.388229061454933300e+00,4.242070778529191502e-15
2.506939519997267163e-01,1.138025462031817980e+00,1.133954909921299326e+00,-5.968046777010682646e-02,-2.909250610223899081e-01,1.238905543154847422e+01,1.328564837782174202e+01,1.388069199776817753e+00,1.044759582481230038e-14
2.509817751363510041e-01,1.138008284968357486e+00,1.133871206024109624e+00,-5.967799738043458313e-02,-2.907092173738083374e-01,1.237743281735605194e+01,1.327403718535282273e+01,1.387909468015203984e+00,5.846826761229991314e-15
2.512695982729752364e-01,1.137991108613206848e+00,1.133787564227722866e+00,-5.967554595841311621e-02,-2.904935404399177079e-01,1.236581666754871556e+01,1.326243244512243535e+01,1.387749866071989135e+00,1.838602669642953992e-14
2.515574214095995242e-01,1.137973932960905099e+00,1.133703984484168314e+00,-5.967311352116078105e-02,-2.902780301277194108e-01,1.235420697846140925e+01,1.325083415347759441e+01,1.387590393849134518e+00,1.519957636634733757e-15
2.518452445462237566e-01,1.137956758005972846e+00,1.133620466745496991e+00,-5.967070008587438412e-02,-2.900626863442805625e-01,1.234260374642449598e+01,1.323924230676072966e+01,1.387431051248663394e+00,1.631953269463004618e-14
2.521330676828480444e-01,1.137939583742949123e+00,1.133537010963795888e+00,-5.966830566985723006e-02,-2.898475089967483820e-01,1.233100696775740168e+01,1.322765690130332317e+01,1.387271838172661198e+00,2.147229161978762581e-14
2.524208908194722767e-01,1.137922410166355647e+00,1.133453617091173316e+00,-5.966593029029130385e-02,-2.896324979922589304e-01,1.231941663881955051e+01,1.321607793347682147e+01,1.387112754523288194e+00,1.245772260277096577e-15
2.527087139560965090e-01,1.137905237270711023e+00,1.133370285079765338e+00,-5.966357396458176615e-02,-2.894176532380715039e-01,1.230783275593354809e+01,1.320450539961586323e+01,1.386953800202757048e+00,9.079967256301617739e-16
2.529965370927207968e-01,1.137888065050527198e+00,1.133287014881734223e+00,-5.966123671009113116e-02,-2.892029746414652713e-01,1.229625531544448158e+01,1.319293929607754379e+01,1.386794975113351480e+00,1.224822016394486465e-15
2.532843602293450291e-01,1.137870893500313230e+00,1.133203806449269324e+00,-5.965891854424616725e-02,-2.889884621097815187e-01,1.228468431369610592e+01,1.318137961921761381e+01,1.386636279157417828e+00,1.231239928510962759e-14
2.535721833659693170e-01,1.137853722614565077e+00,1.133120659734584201e+00,-5.965661948456313368e-02,-2.887741155504320867e-01,1.227311974702527309e+01,1.316982636538491747e+01,1.386477712237364823e+00,1.655843646886349121e-14
2.538600065025935493e-01,1.137836552387793132e+00,1.133037574689925719e+00,-5.965433954852572551e-02,-2.885599348708552392e-01,1.226156161178905535e+01,1.315827953094848723e+01,1.386319274255670919e+00,1.432062808849121013e-14
2.541478296392178371e-01,1.137819382814482916e+00,1.132954551267560284e+00,-5.965207875372711965e-02,-2.883459199785661231e-01,1.225000990433327530e+01,1.314673911226610947e+01,1.386160965114874521e+00,7.350903248634923339e-15
2.544356527758420694e-01,1.137802213889126612e+00,1.132871589419785829e+00,-5.964983711781566417e-02,-2.881320707811395043e-01,1.223846462100457266e+01,1.313520510569637167e+01,1.386002784717578873e+00,8.407630305744538414e-15
2.547234759124663017e-01,1.137785045606206857e+00,1.132788689098924051e+00,-5.964761465846152300e-02,-2.879183871861951682e-01,1.222692575815780636e+01,1.312367750760606278e+01,1.385844732966451387e+00,9.401120074807024895e-15
2.550112990490905895e-01,1.137767877960204954e+00,1.132705850257325286e+00,-5.964541139337438402e-02,-2.877048691014051363e-01,1.221539331215216251e+01,1.311215631436628826e+01,1.385686809764225647e+00,1.736682554879711476e-14
2.552991221857148219e-01,1.137750710945579780e+00,1.132623072847360302e+00,-5.964322734037858648e-02,-2.874915164345211438e-01,1.220386727933466275e+01,1.310064152233598200e+01,1.385529015013694298e+00,2.112893667364126138e-16
2.555869453223391097e-01,1.137733544556809084e+00,1.132540356821434724e+00,-5.964106251728825553e-02,-2.872783290933303979e-01,1.219234765606759829e+01,1.308913312788932970e+01,1.385371348617718823e+00,2.886405475781569942e-14
2.558747684589633420e-01,1.137716378788363736e+00,1.132457702131980604e+00,-5.963891694194521642e-02,-2.870653069856679562e-01,1.218083443872030358e+01,1.307763112740753542e+01,1.385213810479227536e+00,1.510920671107431558e-14
2.561625915955875743e-01,1.137699213634683737e+00,1.132375108731446200e+00,-5.963679063228976424e-02,-2.868524500194405413e-01,1.216932762365360254e+01,1.306613551726330158e+01,1.385056400501205820e+00,1.838585522706309394e-15
2.564504147322118621e-01,1.137682049090234848e+00,1.132292576572318632e+00,-5.963468360635353765e-02,-2.866397581026312036e-01,1.215782720722131494e+01,1.305464629382230513e+01,1.384899118586703892e+00,1.352612827073265128e-14
2.567382378688360944e-01,1.137664885149467731e+00,1.132210105607107442e+00,-5.963259588210589185e-02,-2.864272311432345397e-01,1.214633318580417765e+01,1.304316345347711703e+01,1.384741964638843470e+00,1.111752712337451616e-14
2.570260610054603823e-01,1.137647721806804402e+00,1.132127695788339272e+00,-5.963052747764916589e-02,-2.862148690493312442e-01,1.213484555576695811e+01,1.303168699260434060e+01,1.384584938560800227e+00,2.172923695268522198e-14
2.573138841420846146e-01,1.137630559056693524e+00,1.132045347068580510e+00,-5.962847841116354630e-02,-2.860026717290723997e-01,1.212336431347047849e+01,1.302021690757662320e+01,1.384428040255818004e+00,1.621345664389253040e-14
2.576017072787089024e-01,1.137613396893563555e+00,1.131963059400417082e+00,-5.962644870075643061e-02,-2.857906390906167493e-01,1.211188945530482286e+01,1.300875319479584213e+01,1.384271269627209033e+00,2.414211007518725796e-14
2.578895304153331347e-01,1.137596235311855386e+00,1.131880832736468445e+00,-5.962443836465886049e-02,-2.855787710422096892e-01,1.210042097764612734e+01,1.299729585064991966e+01,1.384114626578346829e+00,2.270608483879082126e-14
2.581773535519573670e-01,1.137579074305969495e+00,1.131798667029367600e+00,-5.962244742122806834e-02,-2.853670674921788830e-01,1.208895887685632964e+01,1.298584487151258848e+01,1.383958111012661085e+00,1.480010681170249632e-14
2.584651766885816548e-01,1.137561913870329233e+00,1.131716562231783962e+00,-5.962047588877191634e-02,-2.851555283488728665e-01,1.207750314932137314e+01,1.297440025378155326e+01,1.383801722833654324e+00,6.385612627786241297e-15
2.587529998252058872e-01,1.137544753999349068e+00,1.131634518296412262e+00,-5.961852378563663873e-02,-2.849441535206920229e-01,1.206605379143214307e+01,1.296296199385944448e+01,1.383645461944893462e+00,1.171478141407177060e-14
2.590408229618301750e-01,1.137527594687429700e+00,1.131552535175970098e+00,-5.961659113033126317e-02,-2.847329429161359893e-01,1.205461079955731662e+01,1.295153008812669349e+01,1.383489328250000039e+00,1.438010700750597427e-14
2.593286460984544073e-01,1.137510435928976937e+00,1.131470612823205713e+00,-5.961467794124978431e-02,-2.845218964436979081e-01,1.204317417010402558e+01,1.294010453300214358e+01,1.383333321652673309e+00,3.028481919619792539e-14
2.596164692350786951e-01,1.137493277718373053e+00,1.131388751190886666e+00,-5.961278423706656282e-02,-2.843110140120150842e-01,1.203174389943165501e+01,1.292868532485691624e+01,1.383177442056658046e+00,1.609516258391245243e-14
2.599042923717029274e-01,1.137476120050015194e+00,1.131306950231814268e+00,-5.961091003625387102e-02,-2.841002955296857979e-01,1.202031998395702317e+01,1.291727246011951458e+01,1.383021689365781182e+00,8.460566209819650649e-15
