ln_a,Q,H,Q_prime,H_prime,D_s,Xi_s,W_s,scaled_constraint_residual
1.191875608761042926e+00,1.047936220601414226e+00,1.012480120914993842e+00,-5.374537922953773889e-02,-3.743872436117050978e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.211029196702675836e+00,1.823565699175831853e-16
1.192163431897667270e+00,1.047920758099124106e+00,1.012469349834438814e+00,-5.369909813779594199e-02,-3.740641387458976119e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.211019664252082073e+00,2.367719362469871885e-16
1.192451255034291391e+00,1.047905308911879274e+00,1.012458588049576225e+00,-5.365285681261247608e-02,-3.737413127046292777e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.211010140051090866e+00,1.444090560798827483e-16
1.192739078170915734e+00,1.047889873028238439e+00,1.012447835552384268e+00,-5.360665521996239857e-02,-3.734187652473232311e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.211000624092544609e+00,1.444121234304382168e-16
1.193026901307540077e+00,1.047874450436772298e+00,1.012437092334848465e+00,-5.356049332584980616e-02,-3.730964961336127178e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210991116369291243e+00,3.059014401215708492e-16
1.193314724444164199e+00,1.047859041126056434e+00,1.012426358388959891e+00,-5.351437109630763356e-02,-3.727745051233366524e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210981616874186706e+00,2.888365009696212472e-16
1.193602547580788542e+00,1.047843645084682862e+00,1.012415633706718721e+00,-5.346828849739748007e-02,-3.724527919765410755e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210972125600091598e+00,2.888426203853958726e-16
1.193890370717412663e+00,1.047828262301248259e+00,1.012404918280130683e+00,-5.342224549520998428e-02,-3.721313564534802637e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210962642539874512e+00,3.559158707273415651e-16
1.194178193854037007e+00,1.047812892764359072e+00,1.012394212101207280e+00,-5.337624205586439380e-02,-3.718101983146136769e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210953167686407372e+00,6.912488770698517951e-17
1.194466016990661350e+00,1.047797536462635515e+00,1.012383515161969783e+00,-5.333027814550881512e-02,-3.714893173206088722e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210943701032572317e+00,2.647364096950328208e-17
1.194753840127285471e+00,1.047782193384704907e+00,1.012372827454444124e+00,-5.328435373031996380e-02,-3.711687132323387983e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210934242571253261e+00,1.444335236096726828e-16
1.195041663263909815e+00,1.047766863519202118e+00,1.012362148970663345e+00,-5.323846877650344200e-02,-3.708483858108831827e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210924792295344332e+00,1.444365706204191215e-16
1.195329486400534158e+00,1.047751546854776672e+00,1.012351479702668478e+00,-5.319262325029334992e-02,-3.705283348175275604e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210915350197743434e+00,2.888792301956395881e-16
1.195617309537158279e+00,1.047736243380084087e+00,1.012340819642506329e+00,-5.314681711795261193e-02,-3.702085600137638294e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210905916271355132e+00,3.074013509315635544e-16
1.195905132673782623e+00,1.047720953083791207e+00,1.012330168782231254e+00,-5.310105034577270594e-02,-3.698890611612890011e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210896490509090651e+00,1.444456964606790321e-16
1.196192955810406744e+00,1.047705675954574200e+00,1.012319527113904050e+00,-5.305532290007369811e-02,-3.695698380220061724e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210887072903866990e+00,1.444487333501812247e-16
1.196480778947031087e+00,1.047690411981117897e+00,1.012308894629592171e+00,-5.300963474720425672e-02,-3.692508903580233454e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210877663448607366e+00,9.707717223016622795e-17
1.196768602083655431e+00,1.047675161152119561e+00,1.012298271321370846e+00,-5.296398585354164523e-02,-3.689322179316539135e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210868262136241214e+00,1.444547995554290641e-16
1.197056425220279552e+00,1.047659923456282227e+00,1.012287657181320633e+00,-5.291837618549172229e-02,-3.686138205054168698e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210858868959703738e+00,2.889156577504192716e-16
1.197344248356903895e+00,1.047644698882321590e+00,1.012277052201530303e+00,-5.287280570948874048e-02,-3.682956978420351413e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210849483911937030e+00,8.384201328834289984e-17
1.197632071493528017e+00,1.047629487418963112e+00,1.012266456374095291e+00,-5.282727439199546432e-02,-3.679778497044367686e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210840106985889175e+00,4.333916398774798714e-16
1.197919894630152360e+00,1.047614289054937586e+00,1.012255869691116361e+00,-5.278178219950328126e-02,-3.676602758557541428e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210830738174514254e+00,3.589101637872159613e-16
1.198207717766776703e+00,1.047599103778994012e+00,1.012245292144704267e+00,-5.273632909853175066e-02,-3.673429760593240750e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210821377470772564e+00,2.927207743273427535e-16
1.198495540903400824e+00,1.047583931579881167e+00,1.012234723726972652e+00,-5.269091505562917277e-02,-3.670259500786875878e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210812024867629955e+00,1.444729377262427659e-16
1.198783364040025168e+00,1.047568772446363594e+00,1.012224164430044482e+00,-5.264554003737200588e-02,-3.667091976775897766e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210802680358058936e+00,1.444759519609511505e-16
1.199071187176649289e+00,1.047553626367213830e+00,1.012213614246048943e+00,-5.260020401036518550e-02,-3.663927186199789771e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210793343935038457e+00,2.294767331363238814e-16
1.199359010313273632e+00,1.047538493331215070e+00,1.012203073167122325e+00,-5.255490694124188844e-02,-3.660765126700075978e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210784015591553242e+00,1.444819729109295501e-16
1.199646833449897976e+00,1.047523373327158280e+00,1.012192541185407135e+00,-5.250964879666382423e-02,-3.657605795920314262e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210774695320594230e+00,1.191538613059148736e-16
1.199934656586522097e+00,1.047508266343843975e+00,1.012182018293052099e+00,-5.246442954332086045e-02,-3.654449191506095596e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210765383115157467e+00,1.444879838483491628e-16
1.200222479723146440e+00,1.047493172370085324e+00,1.012171504482214601e+00,-5.241924914793109208e-02,-3.651295311105039187e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210756078968246552e+00,3.265766294383847657e-16
1.200510302859770562e+00,1.047478091394701272e+00,1.012160999745057577e+00,-5.237410757724104970e-02,-3.648144152366796650e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210746782872871297e+00,2.853897461775639175e-16
1.200798125996394905e+00,1.047463023406522531e+00,1.012150504073750179e+00,-5.232900479802529703e-02,-3.644995712943042282e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210737494822045957e+00,2.162511738130054323e-16
1.201085949133019248e+00,1.047447968394387363e+00,1.012140017460468888e+00,-5.228394077708676396e-02,-3.641849990487480010e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210728214808792114e+00,2.889999514990579041e-16
1.201373772269643370e+00,1.047432926347147575e+00,1.012129539897397956e+00,-5.223891548125653150e-02,-3.638706982655840610e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210718942826137567e+00,4.707606051921614960e-17
1.201661595406267713e+00,1.047417897253660080e+00,1.012119071376726742e+00,-5.219392887739372072e-02,-3.635566687105869915e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210709678867115446e+00,1.691813423443951648e-16
1.201949418542891834e+00,1.047402881102794003e+00,1.012108611890652154e+00,-5.214898093238577031e-02,-3.632429101497337137e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210700422924765318e+00,2.589236866730093564e-16
1.202237241679516178e+00,1.047387877883427132e+00,1.012098161431377985e+00,-5.210407161314807578e-02,-3.629294223492028626e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210691174992132968e+00,1.912524251475017261e-17
1.202525064816140521e+00,1.047372887584446577e+00,1.012087719991114243e+00,-5.205920088662426004e-02,-3.626162050753752725e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210681935062269954e+00,2.706985329048445099e-16
1.202812887952764642e+00,1.047357910194749442e+00,1.012077287562077821e+00,-5.201436871978591669e-02,-3.623032580948328668e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210672703128233607e+00,1.485914872178163122e-16
1.203100711089388986e+00,1.047342945703241268e+00,1.012066864136492272e+00,-5.196957507963273493e-02,-3.619905811743589358e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210663479183088587e+00,1.445208657439444192e-16
1.203388534226013107e+00,1.047327994098838477e+00,1.012056449706588257e+00,-5.192481993319238154e-02,-3.616781740809379281e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210654263219903992e+00,2.589370318031220659e-16
1.203676357362637450e+00,1.047313055370467705e+00,1.012046044264603317e+00,-5.188010324752054259e-02,-3.613660365817553122e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210645055231756029e+00,6.179242699812719352e-17
1.203964180499261793e+00,1.047298129507061804e+00,1.012035647802780547e+00,-5.183542498970089563e-02,-3.610541684441975763e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210635855211726675e+00,1.445297814005432999e-16
1.204252003635885915e+00,1.047283216497566061e+00,1.012025260313370589e+00,-5.179078512684505420e-02,-3.607425694358516732e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210626663152903459e+00,1.445327483408704081e-16
1.204539826772510258e+00,1.047268316330934645e+00,1.012014881788630971e+00,-5.174618362609252620e-02,-3.604312393245051593e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210617479048380574e+00,1.445357128118935736e-16
1.204827649909134379e+00,1.047253428996130165e+00,1.012004512220825436e+00,-5.170162045461078326e-02,-3.601201778781455698e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210608302891258425e+00,3.943107157840988588e-16
1.205115473045758723e+00,1.047238554482124329e+00,1.011994151602223724e+00,-5.165709557959512893e-02,-3.598093848649608351e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210599134674642308e+00,6.473824297534948820e-17
1.205403296182383066e+00,1.047223692777900839e+00,1.011983799925104011e+00,-5.161260896826875416e-02,-3.594988600533389339e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210589974391644397e+00,1.445445914289043246e-16
1.205691119319007187e+00,1.047208843872452055e+00,1.011973457181750469e+00,-5.156816058788262630e-02,-3.591886032118676159e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210580822035382864e+00,4.222785382810397415e-16
1.205978942455631531e+00,1.047194007754776779e+00,1.011963123364452599e+00,-5.152375040571564174e-02,-3.588786141093337767e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210571677598981655e+00,2.825028128401660340e-16
1.206266765592255874e+00,1.047179184413884689e+00,1.011952798465507453e+00,-5.147937838907435532e-02,-3.585688925147241524e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210562541075570486e+00,1.456669990879555863e-16
1.206554588728879995e+00,1.047164373838798790e+00,1.011942482477220073e+00,-5.143504450529316069e-02,-3.582594381972251801e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210553412458285738e+00,2.891127902688975069e-16
1.206842411865504339e+00,1.047149576018545414e+00,1.011932175391899946e+00,-5.139074872173416547e-02,-3.579502509262214027e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210544291740269340e+00,2.692687282954814377e-16
1.207130235002128460e+00,1.047134790942165772e+00,1.011921877201864994e+00,-5.134649100578716346e-02,-3.576413304712971336e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210535178914669219e+00,3.222429050535199779e-16
1.207418058138752803e+00,1.047120018598705071e+00,1.011911587899438025e+00,-5.130227132486975955e-02,-3.573326766022347917e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210526073974639072e+00,5.444341882238138770e-17
1.207705881275377147e+00,1.047105258977222064e+00,1.011901307476949841e+00,-5.125808964642702970e-02,-3.570242890890158033e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210516976913338816e+00,1.603889984204746678e-16
1.207993704412001268e+00,1.047090512066783052e+00,1.011891035926737237e+00,-5.121394593793195116e-02,-3.567161677018203247e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210507887723934140e+00,2.891421891534411680e-16
1.208281527548625611e+00,1.047075777856464329e+00,1.011880773241143894e+00,-5.116984016688486819e-02,-3.564083122110255769e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210498806399597171e+00,3.090125979400371066e-16
1.208569350685249733e+00,1.047061056335351736e+00,1.011870519412520597e+00,-5.112577230081392227e-02,-3.561007223872081351e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210489732933505813e+00,1.500933542464961134e-16
1.208857173821874076e+00,1.047046347492538887e+00,1.011860274433223239e+00,-5.108174230727475368e-02,-3.557933980011420555e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210480667318843517e+00,5.591769812928935700e-17
1.209144996958498419e+00,1.047031651317131828e+00,1.011850038295615928e+00,-5.103775015385048075e-02,-3.554863388237981814e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210471609548799510e+00,2.722336527457578523e-16
1.209432820095122540e+00,1.047016967798240605e+00,1.011839810992067434e+00,-5.099379580815198432e-02,-3.551795446263469186e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210462559616569234e+00,1.445857329260951842e-16
1.209720643231746884e+00,1.047002296924991249e+00,1.011829592514955856e+00,-5.094987923781738731e-02,-3.548730151801538640e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210453517515355459e+00,2.891773065726984817e-16
1.210008466368371005e+00,1.046987638686514011e+00,1.011819382856663285e+00,-5.090600041051246416e-02,-3.545667502567835527e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210444483238364288e+00,1.445915712146194028e-16
1.210296289504995348e+00,1.046972993071950908e+00,1.011809182009579811e+00,-5.086215929393040486e-02,-3.542607496279965434e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210435456778809371e+00,1.445944867128553152e-16
1.210584112641619692e+00,1.046958360070452398e+00,1.011798989966101736e+00,-5.081835585579180803e-02,-3.539550130657503207e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210426438129910354e+00,2.891947995660107320e-16
1.210871935778243813e+00,1.046943739671178042e+00,1.011788806718631584e+00,-5.077459006384479195e-02,-3.536495403422001277e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210417427284891989e+00,1.324460081287245028e-17
1.211159758914868156e+00,1.046929131863297613e+00,1.011778632259578981e+00,-5.073086188586473783e-02,-3.533443312296962596e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210408424236985026e+00,2.892064372936688157e-16
1.211447582051492278e+00,1.046914536635988879e+00,1.011768466581359771e+00,-5.068717128965447710e-02,-3.530393855007863541e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210399428979427316e+00,3.355366326010734347e-16
1.211735405188116621e+00,1.046899953978440267e+00,1.011758309676396905e+00,-5.064351824304418742e-02,-3.527347029282140722e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210390441505461601e+00,1.446090278216646157e-16
1.212023228324740964e+00,1.046885383879849307e+00,1.011748161537118884e+00,-5.059990271389130240e-02,-3.524302832849186135e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210381461808335501e+00,1.471681432348352458e-16
1.212311051461365086e+00,1.046870826329419746e+00,1.011738022155961092e+00,-5.055632467008074060e-02,-3.521261263440361722e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210372489881304858e+00,1.295092639425548999e-16
1.212598874597989429e+00,1.046856281316369985e+00,1.011727891525366241e+00,-5.051278407952439903e-02,-3.518222318788973013e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210363525717629507e+00,4.709474936156950117e-17
1.212886697734613550e+00,1.046841748829922869e+00,1.011717769637782371e+00,-5.046928091016174289e-02,-3.515185996630288551e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210354569310576167e+00,2.222305718679395072e-16
1.213174520871237894e+00,1.046827228859313008e+00,1.011707656485664852e+00,-5.042581512995928522e-02,-3.512152294701528787e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210345620653416665e+00,3.046502530828147599e-16
1.213462344007862237e+00,1.046812721393783674e+00,1.011697552061475491e+00,-5.038238670691074644e-02,-3.509121210741863311e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210336679739429711e+00,2.892527947348047899e-16
1.213750167144486358e+00,1.046798226422587241e+00,1.011687456357682091e+00,-5.033899560903719317e-02,-3.506092742492421255e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210327746561898454e+00,5.887078955816701404e-18
1.214037990281110702e+00,1.046783743934984967e+00,1.011677369366759560e+00,-5.029564180438666349e-02,-3.503066887696267007e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210318821114113375e+00,5.298423887966882751e-17
1.214325813417734823e+00,1.046769273920246546e+00,1.011667291081188358e+00,-5.025232526103450698e-02,-3.500043644098421725e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210309903389369612e+00,2.413750483528005408e-16
1.214613636554359166e+00,1.046754816367654772e+00,1.011657221493457159e+00,-5.020904594708304469e-02,-3.497023009445847375e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210300993380968748e+00,1.722022058200644611e-16
1.214901459690983510e+00,1.046740371266495329e+00,1.011647160596059081e+00,-5.016580383066174958e-02,-3.494004981487447425e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210292091082219024e+00,1.446408057854673218e-16
1.215189282827607631e+00,1.046725938606068995e+00,1.011637108381495231e+00,-5.012259887992728813e-02,-3.490989557974077256e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210283196486432011e+00,2.892873605401098843e-16
1.215477105964231974e+00,1.046711518375681438e+00,1.011627064842272272e+00,-5.007943106306318726e-02,-3.487976736658517790e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210274309586927943e+00,2.031163487717579935e-16
1.215764929100856317e+00,1.046697110564651423e+00,1.011617029970904635e+00,-5.003630034828011192e-02,-3.484966515295499084e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210265430377031493e+00,2.892988441112122086e-16
1.216052752237480439e+00,1.046682715162303046e+00,1.011607003759911194e+00,-4.999320670381573323e-02,-3.481958891641685760e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210256558850072439e+00,1.530762259586083930e-16
1.216340575374104782e+00,1.046668332157971282e+00,1.011596986201818593e+00,-4.995015009793461747e-02,-3.478953863455670759e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210247694999387669e+00,2.893103085516057768e-16
1.216628398510728903e+00,1.046653961541000211e+00,1.011586977289159917e+00,-4.990713049892848974e-02,-3.475951428497995460e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210238838818319618e+00,2.590572031744540093e-16
1.216916221647353247e+00,1.046639603300743460e+00,1.011576977014474688e+00,-4.986414787511578989e-02,-3.472951584531115687e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210229990300216496e+00,2.237334326914687317e-16
1.217204044783977590e+00,1.046625257426563094e+00,1.011566985370308425e+00,-4.982120219484197782e-02,-3.469954329319426684e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210221149438432064e+00,1.928247972359643792e-16
1.217491867920601711e+00,1.046610923907829616e+00,1.011557002349212864e+00,-4.977829342647945715e-02,-3.466959660629255480e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210212316226324969e+00,1.446665900815230204e-16
1.217779691057226055e+00,1.046596602733924408e+00,1.011547027943747068e+00,-4.973542153842736013e-02,-3.463967576228843548e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210203490657261627e+00,3.797693069554716839e-16
1.218067514193850176e+00,1.046582293894237292e+00,1.011537062146476540e+00,-4.969258649911185988e-02,-3.460978073888373863e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210194672724613341e+00,1.575027759254092409e-16
1.218355337330474519e+00,1.046567997378166304e+00,1.011527104949972111e+00,-4.964978827698575403e-02,-3.457991151379936207e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210185862421756742e+00,2.796805794817293898e-17
1.218643160467098863e+00,1.046553713175118583e+00,1.011517156346811275e+00,-4.960702684052877010e-02,-3.455006806477553538e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210177059742074235e+00,1.446779878097689227e-16
1.218930983603722984e+00,1.046539441274512150e+00,1.011507216329579073e+00,-4.956430215824747521e-02,-3.452025036957168808e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210168264678954664e+00,1.575074232466890325e-16
1.219218806740347327e+00,1.046525181665772575e+00,1.011497284890866100e+00,-4.952161419867493614e-02,-3.449045840596632467e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210159477225792202e+00,3.282663574986780886e-16
1.219506629876971449e+00,1.046510934338333643e+00,1.011487362023268721e+00,-4.947896293037128829e-02,-3.446069215175726758e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210150697375987017e+00,1.015722012178368243e-16
1.219794453013595792e+00,1.046496699281640019e+00,1.011477447719390632e+00,-4.943634832192313894e-02,-3.443095158476136564e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210141925122944384e+00,2.163950714619354950e-16
1.220082276150220135e+00,1.046482476485144364e+00,1.011467541971841966e+00,-4.939377034194389338e-02,-3.440123668281467456e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210133160460076684e+00,2.738086902915241838e-16
1.220370099286844257e+00,1.046468265938310216e+00,1.011457644773239073e+00,-4.935122895907361612e-02,-3.437154742377238059e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210124403380800295e+00,1.446950132740696894e-16
1.220657922423468600e+00,1.046454067630605556e+00,1.011447756116203411e+00,-4.930872414197898929e-02,-3.434188378550868254e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210115653878538478e+00,2.693976909250783211e-16
1.220945745560092721e+00,1.046439881551514128e+00,1.011437875993365543e+00,-4.926625585935335422e-02,-3.431224574591697912e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210106911946720043e+00,1.447006695222449232e-16
1.221233568696717064e+00,1.046425707690520790e+00,1.011428004397359137e+00,-4.922382407991662823e-02,-3.428263328290964002e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210098177578779799e+00,4.151455323904837391e-16
1.221521391833341408e+00,1.046411546037128160e+00,1.011418141320827413e+00,-4.918142877241529071e-02,-3.425304637441814459e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210089450768157215e+00,1.840202042453835891e-16
1.221809214969965529e+00,1.046397396580839301e+00,1.011408286756416919e+00,-4.913906990562248722e-02,-3.422348499839301950e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210080731508298424e+00,1.707724134289413487e-16
1.222097038106589872e+00,1.046383259311172154e+00,1.011398440696782863e+00,-4.909674744833771032e-02,-3.419394913280372761e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210072019792655329e+00,1.447119537497773015e-16
1.222384861243213994e+00,1.046369134217652430e+00,1.011388603134585784e+00,-4.905446136938716728e-02,-3.416443875563886928e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210063315614684276e+00,1.447147689283641554e-16
1.222672684379838337e+00,1.046355021289812059e+00,1.011378774062492436e+00,-4.901221163762342625e-02,-3.413495384490590479e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210054618967849382e+00,2.894351635188248133e-16
1.222960507516462680e+00,1.046340920517194961e+00,1.011368953473176013e+00,-4.896999822192554808e-02,-3.410549437863132083e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210045929845618096e+00,2.134738187017190487e-16
1.223248330653086802e+00,1.046326831889352604e+00,1.011359141359316594e+00,-4.892782109119914180e-02,-3.407606033486060282e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210037248241466079e+00,4.078125619036834228e-16
1.223536153789711145e+00,1.046312755395847560e+00,1.011349337713600471e+00,-4.888568021437601774e-02,-3.404665169165806138e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210028574148872771e+00,2.193670063106263021e-16
1.223823976926335266e+00,1.046298691026247951e+00,1.011339542528719493e+00,-4.884357556041465237e-02,-3.401726842710705440e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210019907561324048e+00,4.341864289378425362e-16
1.224111800062959610e+00,1.046284638770131448e+00,1.011329755797371499e+00,-4.880150709829970262e-02,-3.398791051930974416e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210011248472310896e+00,1.943423188149044383e-16
1.224399623199583953e+00,1.046270598617088154e+00,1.011319977512262547e+00,-4.875947479704226956e-02,-3.395857794638722921e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.210002596875330294e+00,1.447344095529913584e-16
1.224687446336208074e+00,1.046256570556713283e+00,1.011310207666103356e+00,-4.871747862567983589e-02,-3.392927068647951655e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209993952763885883e+00,2.894744120080803837e-16
1.224975269472832418e+00,1.046242554578611816e+00,1.011300446251611529e+00,-4.867551855327605786e-02,-3.389998871774535516e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209985316131485744e+00,2.894800002452221675e-16
1.225263092609456539e+00,1.046228550672399171e+00,1.011290693261510443e+00,-4.863359454892105666e-02,-3.387073201836250658e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209976686971642845e+00,2.208520745026363762e-17
1.225550915746080882e+00,1.046214558827697427e+00,1.011280948688530579e+00,-4.859170658173107143e-02,-3.384150056652737021e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209968065277878591e+00,1.447455813698229594e-16
1.225838738882705226e+00,1.046200579034139766e+00,1.011271212525407970e+00,-4.854985462084867448e-02,-3.381229434045528170e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209959451043717049e+00,1.447483685022123389e-16
1.226126562019329347e+00,1.046186611281366252e+00,1.011261484764885088e+00,-4.850803863544265321e-02,-3.378311331838033948e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209950844262689618e+00,3.872384883360245158e-16
1.226414385155953690e+00,1.046172655559027609e+00,1.011251765399711289e+00,-4.846625859470796160e-02,-3.375395747855536310e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209942244928333022e+00,2.164433646203413951e-16
1.226702208292578034e+00,1.046158711856783441e+00,1.011242054422641701e+00,-4.842451446786578961e-02,-3.372482679925203203e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209933653034189316e+00,2.812318342711751580e-16
1.226990031429202155e+00,1.046144780164297572e+00,1.011232351826436560e+00,-4.838280622416351456e-02,-3.369572125876067054e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209925068573807216e+00,2.002507666973015473e-16
1.227277854565826498e+00,1.046130860471250701e+00,1.011222657603864761e+00,-4.834113383287449994e-02,-3.366664083539038649e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209916491540738548e+00,1.207405903464871431e-16
1.227565677702450619e+00,1.046116952767325969e+00,1.011212971747699418e+00,-4.829949726329841458e-02,-3.363758550746900194e-02,-6.032613818456027122e-02,8.445659345838438803e-01,1.209907921928543573e+00,8.098531801222226621e-17
