ln_a,zeta_obs,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,zeta,u,delta_b,delta_gamma,delta_nu,vartheta_b,vartheta_gamma,vartheta_nu,alpha
2.763102111592855015e-02,7.532827681962910320e-05,4.113267194600239853e-05,4.114557781165994164e-05,1.000123436730394388e+00,1.645823030772806971e-04,1.645823030772806971e-04,7.532827681962910320e-05,1.164738546312890448e-04,9.997740151665004404e-01,-3.013131154478754822e-04,-3.013131154478754822e-04,1.170448851556611154e-04,1.176269340585094412e-04,1.176269340585094412e-04,4.239731494137792371e-03
2.993360620892259599e-02,8.154230305661399670e-05,4.446103166403882938e-05,4.447369050024127372e-05,1.000133421067647355e+00,1.778947516427792147e-04,1.778947516427792147e-04,8.154230305661399670e-05,1.260159935568552704e-04,9.997553730869768174e-01,-3.261692225846418670e-04,-3.261692225846418670e-04,1.266849691380595529e-04,1.273678613941324033e-04,1.273678613941324033e-04,4.236293132591458996e-03
3.223619130191664184e-02,8.774698611575292083e-05,4.777457499500287143e-05,4.778698918709935769e-05,1.000143360962764350e+00,1.911479438467800478e-04,1.911479438467800478e-04,8.774698611575292083e-05,1.355339753028522785e-04,9.997367590368557710e-01,-3.509879573646290662e-04,-3.509879573646290662e-04,1.363084473458407600e-04,1.371002064938241542e-04,1.371002064938241542e-04,4.232890325618877785e-03
3.453877639491068768e-02,9.394241162250122361e-05,5.107344314431419612e-05,5.108561505733399185e-05,1.000153256839291460e+00,2.043424444045521555e-04,2.043424444045521555e-04,9.394241162250122361e-05,1.450280266798352155e-04,9.997181727592518996e-01,-3.757696623147887063e-04,-3.757696623147887063e-04,1.459155063431040976e-04,1.468241510494027922e-04,1.468241510494027922e-04,4.229523234965061954e-03
3.684136148790473353e-02,1.001286651973514261e-04,5.435777636682646689e-05,5.436970834565533226e-05,1.000163109117923499e+00,2.174788142301029448e-04,2.174788142301029448e-04,1.001286651973514261e-04,1.544983735430067583e-04,9.996996139972945672e-01,-4.005146799419240884e-04,-4.005146799419240884e-04,1.555063322019520345e-04,1.565398765939714286e-04,1.565398765939714286e-04,4.226192025218605125e-03
3.914394658089877937e-02,1.063058324604935297e-04,5.762771397705843330e-05,5.763940834660344695e-05,1.000172918216535978e+00,2.305576104770552955e-04,2.305576104770552955e-04,1.063058324604935297e-04,1.639452408070969766e-04,9.996810824941145812e-01,-4.252233527513326109e-04,-4.252233527513326109e-04,1.650811105132818759e-04,1.662475645111864762e-04,1.662475645111864762e-04,4.222896863847464335e-03
4.144653167389282522e-02,1.124739990364816258e-04,6.088339435936676960e-05,6.089485342472988232e-05,1.000182684550213086e+00,2.435793865793722530e-04,2.435793865793722530e-04,1.124739990364816258e-04,1.733688524612115082e-04,9.996625779928294264e-01,-4.498960232654737796e-04,-4.498960232654737796e-04,1.746400263975888894e-04,1.759473960445546287e-04,1.759473960445546287e-04,4.219637921240063441e-03
4.374911676688687107e-02,1.186332505590351227e-04,6.412495497817444483e-05,6.413618102481618731e-05,1.000192408531280774e+00,2.565446922922278187e-04,2.565446922922278187e-04,1.186332505590351227e-04,1.827694315838513100e-04,9.996441002365292761e-01,-4.745330340431774211e-04,-4.745330340431774211e-04,1.841832645159822057e-04,1.856395523069616425e-04,1.856395523069616425e-04,4.216415370738991857e-03
4.605170185988091691e-02,1.247836726758351467e-04,6.735253238814253819e-05,6.736352768204738892e-05,1.000202090569336510e+00,2.694540737326999846e-04,2.694540737326999846e-04,1.247836726758351467e-04,1.921472003578825357e-04,9.996256489682627810e-01,-4.991347276988301581e-04,-4.991347276988301581e-04,1.937110090811931026e-04,1.953242142902110662e-04,1.953242142902110662e-04,4.213229388683892990e-03
4.835428695287496276e-02,1.309253510533512624e-04,7.056626224431843911e-05,7.057702903216211683e-05,1.000211731071278587e+00,2.823080734203690630e-04,2.823080734203690630e-04,1.309253510533512624e-04,2.015023800855133792e-04,9.996072239310219709e-01,-5.237014469216844537e-04,-5.237014469216844537e-04,2.032234438686316986e-04,2.050015628746305971e-04,2.050015628746305971e-04,4.210080154449177131e-03
5.065687204586900860e-02,1.370583713818244239e-04,7.376627931234225550e-05,7.377681982165154410e-05,1.000221330441338541e+00,2.951072303181110105e-04,2.951072303181110105e-04,1.370583713818244239e-04,2.108351912034759680e-04,9.995888248677281540e-01,-5.482335344957928614e-04,-5.482335344957928614e-04,2.127207522276904116e-04,2.146717788389430643e-04,2.146717788389430643e-04,4.206967850486176101e-03
5.295945713886305445e-02,1.431828193802115205e-04,7.695271747857644683e-05,7.696303391789487505e-05,1.000230889081110686e+00,3.078520798726376443e-04,3.078520798726376443e-04,1.431828193802115205e-04,2.201458532981063955e-04,9.995704515212162633e-01,-5.727313333197879379e-04,-5.727313333197879379e-04,2.222031170929866469e-04,2.243350428700953989e-04,2.243350428700953989e-04,4.203892662364887636e-03
5.526204223185710029e-02,1.492987808012343159e-04,8.012570976027190005e-05,8.013580431931384722e-05,1.000240407389581865e+00,3.205431540551131322e-04,3.205431540551131322e-04,1.492987808012343159e-04,2.294345851205481632e-04,9.995521036342202015e-01,-5.971951864270795204e-04,-5.971951864270795204e-04,2.316707209957704207e-04,2.339915355732713497e-04,2.339915355732713497e-04,4.200854778814668532e-03
5.756462732485114614e-02,1.554063414365042825e-04,8.328538831571583154e-05,8.329526316553037763e-05,1.000249885763163205e+00,3.331809814017816507e-04,3.331809814017816507e-04,1.554063414365042825e-04,2.387016046020346601e-04,9.995337809493571868e-01,-6.216254370063569899e-04,-6.216254370063569899e-04,2.411237460754518680e-04,2.436414374820428412e-04,2.436414374820428412e-04,4.197854391771715758e-03
5.986721241784519199e-02,1.615055871216667066e-04,8.643188445436475410e-05,8.644154174749390553e-05,1.000259324595720090e+00,3.457660870544757795e-04,3.457660870544757795e-04,1.615055871216667066e-04,2.479471288691606121e-04,9.995154832091126540e-01,-6.460224284221666689e-04,-6.460224284221666689e-04,2.505623740911587299e-04,2.532849290685701199e-04,2.532849290685701199e-04,4.194891696419289495e-03
6.216979751083923783e-02,1.675966037416437278e-04,8.956532864699572646e-05,8.957477051762464579e-05,1.000268724278602139e+00,3.582989928011872391e-04,3.582989928011872391e-04,1.675966037416437278e-04,2.571713742592683736e-04,9.994972101558242672e-01,-6.703865042358862552e-04,-6.703865042358862552e-04,2.599867864334496400e-04,2.629221907539765939e-04,2.629221907539765939e-04,4.191966891233676364e-03
6.447238260383328368e-02,1.736794772359248661e-04,9.268585053582601167e-05,9.269507909994437406e-05,1.000278085200673628e+00,3.707802171165877538e-04,3.707802171165877538e-04,1.736794772359248661e-04,2.663745563358692402e-04,9.994789615316660436e-01,-6.947180082268892068e-04,-6.947180082268892068e-04,2.693971641361028171e-04,2.725534029188183497e-04,2.725534029188183497e-04,4.189080178034802586e-03
6.677496769682733646e-02,1.797542936039249050e-04,9.579357894465004221e-05,9.580259630020420314e-05,1.000287407748344792e+00,3.832102752025385315e-04,3.832102752025385315e-04,1.797542936039249050e-04,2.755568899041291081e-04,9.994607370786323663e-01,-7.190172844139779010e-04,-7.190172844139779010e-04,2.787936878880097362e-04,2.821787459136778373e-04,2.821787459136778373e-04,4.186231762028016536e-03
6.907755278982137537e-02,1.858211389104267761e-04,9.888864188897952920e-05,9.889745011602138545e-05,1.000296692305600921e+00,3.955896790286354131e-04,3.955896790286354131e-04,1.858211389104267761e-04,2.847185890264481616e-04,9.994425365385215532e-01,-7.432846770771572333e-04,-7.432846770771572333e-04,2.881765380452033483e-04,2.917984000699110785e-04,2.917984000699110785e-04,4.183421851855638647e-03
7.138013788281541427e-02,1.918800992910659148e-04,1.019711665861566970e-04,1.019797677469990664e-04,1.000305939254033882e+00,4.079189373726859347e-04,4.079189373726859347e-04,1.918800992910659148e-04,2.938598670380649812e-04,9.994243596529197582e-01,-7.675205307795739899e-04,-7.675205307795739899e-04,2.975458946429506758e-04,3.014125457104789552e-04,3.014125457104789552e-04,4.180650659646316901e-03
7.368272297580946706e-02,1.979312609579031131e-04,1.050412794654920071e-04,1.050496756048566356e-04,1.000315148972871881e+00,4.201985558612292152e-04,4.201985558612292152e-04,1.979312609579031131e-04,3.029809365627597487e-04,9.994062061631835414e-01,-7.917251903898097796e-04,-7.917251903898097796e-04,3.069019374079849432e-04,3.110213631609374954e-04,3.110213631609374954e-04,4.177918401064227051e-03
7.598530806880351984e-02,2.039747102050671148e-04,1.080991061783921923e-04,1.081072993235597263e-04,1.000324321839009656e+00,4.324290370100532417e-04,4.324290370100532417e-04,2.039747102050671148e-04,3.120820095286268412e-04,9.993880758104238815e-01,-8.158990011044541229e-04,-8.158990011044541229e-04,3.162448457708470512e-04,3.206250327605569090e-04,3.206250327605569090e-04,4.175225295358375201e-03
7.828789316179755875e-02,2.100105334144564074e-04,1.111447716084903911e-04,1.111527637694441969e-04,1.000333458227039785e+00,4.446108802646897128e-04,4.446108802646897128e-04,2.100105334144564074e-04,3.211632971839006043e-04,9.993699683354880792e-01,-8.400423084709127044e-04,-8.400423084709127044e-04,3.255747988783198573e-04,3.302237348735532715e-04,3.302237348735532715e-04,4.172571565423306185e-03
8.059047825479159766e-02,2.160388170615576474e-04,1.141783998817910814e-04,1.141861930513671903e-04,1.000342558509281776e+00,4.567445820410151328e-04,4.567445820410151328e-04,2.160388170615576474e-04,3.302250101129248377e-04,9.993518834789431038e-01,-8.641554584106842180e-04,-8.641554584106842180e-04,3.348919756060462832e-04,3.398176499005237127e-04,3.398176499005237127e-04,4.169957437841329342e-03
8.289306334778565044e-02,2.220596477212618354e-04,1.172001143767843593e-04,1.172077105308157749e-04,1.000351623055813821e+00,4.688306357656854811e-04,4.688306357656854811e-04,2.220596477212618354e-04,3.392673582520776103e-04,9.993338209810576078e-01,-8.882387972426249601e-04,-8.882387972426249601e-04,3.441965545711417307e-04,3.494069582898964052e-04,3.494069582898964052e-04,4.167383142949289757e-03
8.519564844077970323e-02,2.280731120738443420e-04,1.202100377346122448e-04,1.202174388320708515e-04,1.000360652234502323e+00,4.808695319167880476e-04,4.808695319167880476e-04,2.280731120738443420e-04,3.482905509059151935e-04,9.993157805817844963e-01,-9.122926717068727265e-04,-9.122926717068727265e-04,3.534887141450663802e-04,3.589918405496595171e-04,3.589918405496595171e-04,4.164848914883943418e-03
8.749823353377374213e-02,2.340792969109659126e-04,1.232082918692022858e-04,1.232154998523430885e-04,1.000369646411032098e+00,4.928617580643839804e-04,4.928617580643839804e-04,2.340792969109659126e-04,3.572947967633090011e-04,9.992977620207422751e-01,-9.363174289888520239e-04,-9.363174289888520239e-04,3.627686324665283348e-04,3.685724772591420992e-04,3.685724772591420992e-04,4.162354991643876442e-03
8.980081862676778104e-02,2.400782891417854530e-04,1.261949979774286065e-04,1.262020147719327095e-04,1.000378605948938571e+00,5.048077989111457008e-04,5.048077989111457008e-04,2.400782891417854530e-04,3.662803039137181626e-04,9.992797650371973983e-01,-9.603134167437269494e-04,-9.603134167437269494e-04,3.720364874545629475e-04,3.781490490809908322e-04,3.781490490809908322e-04,4.159901615153734945e-03
9.210340371976183382e-02,2.460701757991359167e-04,1.291702765492764649e-04,1.291771040643862993e-04,1.000387531209635528e+00,5.167081363329818506e-04,5.167081363329818506e-04,2.460701757991359167e-04,3.752472798635222160e-04,9.992617893700450615e-01,-9.842809831211070132e-04,-9.842809831211070132e-04,3.812924568217108652e-04,3.877217367732661998e-04,3.877217367732661998e-04,4.157489031310706087e-03
9.440598881275588661e-02,2.520550440457948417e-04,1.321342473780044800e-04,1.321408875066681921e-04,1.000396422552448428e+00,5.285632494197213278e-04,5.285632494197213278e-04,2.520550440457948417e-04,3.841959315524630337e-04,9.992438347577909941e-01,-1.008220476790130807e-03,-1.008220476790130807e-03,3.905367180873444994e-04,3.972907212017074167e-04,3.972907212017074167e-04,4.155117490058961999e-03
9.670857390574992551e-02,2.580329811808278282e-04,1.350870295703290034e-04,1.350934841893342182e-04,1.000405280334642599e+00,5.403736145158061048e-04,5.403736145158061048e-04,2.580329811808278282e-04,3.931264653701620464e-04,9.992259009385320301e-01,-1.032132246964842081e-03,-1.032132246964842081e-03,3.997694485911086094e-04,4.068561833521324497e-04,4.068561833521324497e-04,4.152787245442826451e-03
9.901115899874396442e-02,2.640040746460574307e-04,1.380287415566241853e-04,1.380350125267386006e-04,1.000414104911455215e+00,5.521397052611171866e-04,5.521397052611171866e-04,2.640040746460574307e-04,4.020390871727960312e-04,9.992079876499369018e-01,-1.056016643430066938e-03,-1.056016643430066938e-03,4.089908255065585361e-04,4.164183043430560701e-04,4.164183043430560701e-04,4.150498555674051772e-03
1.013137440917380172e-01,2.699684120325625161e-04,1.409595011011136642e-04,1.409655902672175398e-04,1.000422896636126158e+00,5.638619926317072189e-04,5.638619926317072189e-04,2.699684120325625161e-04,4.109340022997800559e-04,9.991900946292268104e-01,-1.079874016567413005e-03,-1.079874016567413005e-03,4.182010258548447845e-04,4.259772654383754535e-04,4.259772654383754535e-04,4.148251683196998475e-03
1.036163291847320700e-01,2.759260810873242608e-04,1.438794253120966266e-04,1.438853345033202342e-04,1.000431655859926883e+00,5.755409449807221810e-04,5.755409449807221810e-04,2.759260810873242608e-04,4.198114155906444950e-04,9.991722216131549983e-01,-1.103704717381855799e-03,-1.103704717381855799e-03,4.274002265186289755e-04,4.355332480603079097e-04,4.355332480603079097e-04,4.146046894756076108e-03
1.059189142777261089e-01,2.818771697199173041e-04,1.467886306521704509e-04,1.467943616820243410e-04,1.000440382932193062e+00,5.871770280792608463e-04,5.871770280792608463e-04,2.818771697199173041e-04,4.286715314019416451e-04,9.991543683379873197e-01,-1.127509097528505734e-03,-1.127509097528505734e-03,4.365886042560695665e-04,4.450864338024201200e-04,4.450864338024201200e-04,4.143884461459512551e-03
1.082214993707201478e-01,2.878217660093482450e-04,1.496872329484884800e-04,1.496927876149983295e-04,1.000449078200354336e+00,5.987707051574250611e-04,5.987707051574250611e-04,2.878217660093482450e-04,4.375145536243465745e-04,9.991365345394813691e-01,-1.151287509339961237e-03,-1.151287509339961237e-03,4.457663357150395901e-04,4.546370044429096677e-04,4.546370044429096677e-04,4.141764658852802213e-03
1.105240844637142006e-01,2.937599582109465604e-04,1.525753474030174678e-04,1.525807274888552685e-04,1.000457742009965179e+00,6.103224369453288251e-04,6.103224369453288251e-04,2.937599582109465604e-04,4.463406856998018289e-04,9.991187199528658303e-01,-1.175040305853878491e-03,-1.175040305853878491e-03,4.549335974474263597e-04,4.641851419579914656e-04,4.641851419579914656e-04,4.139687766987187705e-03
1.128266695567082534e-01,2.996918347633657320e-04,1.554530886028158434e-04,1.554582958754299250e-04,1.000466374704735983e+00,6.218326817142090686e-04,6.218326817142090686e-04,2.996918347633657320e-04,4.551501306387956570e-04,9.991009243128194939e-01,-1.198767840840973559e-03,-1.198767840840973559e-03,4.640905659236034542e-04,4.737310285354765210e-04,4.737310285354765210e-04,4.137654070495060468e-03
1.151292546497022923e-01,3.056174842957179471e-04,1.583205705303528761e-04,1.583256067420954353e-04,1.000474976626563484e+00,6.333018953176873522e-04,6.333018953176873522e-04,3.056174842957179471e-04,4.639430910378133824e-04,9.990831473534499407e-01,-1.222470468833566177e-03,-1.222470468833566177e-03,4.732374175471145555e-04,4.832748465885853759e-04,4.832748465885853759e-04,4.135663858658888276e-03
1.174318397426963312e-01,3.115369956347509750e-04,1.611779065738079184e-04,1.611827734620641475e-04,1.000483548115562282e+00,6.447305312329732353e-04,6.447305312329732353e-04,3.115369956347509750e-04,4.727197690968151225e-04,9.990653888082718925e-01,-1.246148545154287255e-03,-1.246148545154287255e-03,4.823743286694204420e-04,4.928167787698460069e-04,4.928167787698460069e-04,4.133717425491560682e-03
1.197344248356903840e-01,3.174504578121869146e-04,1.640252095374273558e-04,1.640299088247440832e-04,1.000492089510096161e+00,6.561190406022875208e-04,6.561190406022875208e-04,3.174504578121869146e-04,4.814803666369309979e-04,9.990476484101853405e-01,-1.269802425945436471e-03,-1.269802425945436471e-03,4.915014756049028823e-04,5.023570079852711237e-04,5.023570079852711237e-04,4.131815069812556397e-03
1.220370099286844368e-01,3.233579600721411189e-04,1.668625916518928049e-04,1.668671250461027720e-04,1.000500601146807833e+00,6.674678722743154248e-04,6.674678722743154248e-04,3.233579600721411189e-04,4.902250851182438909e-04,9.990299258914531189e-01,-1.293432468198660139e-03,-1.293432468198660139e-03,5.006190346459936467e-04,5.118957174086824317e-04,5.118957174086824317e-04,4.129957095325816757e-03
1.243395950216784757e-01,3.292595918786592429e-04,1.696901645847126493e-04,1.696945337790604674e-04,1.000509083360651363e+00,6.787774728457792242e-04,6.787774728457792242e-04,3.292595918786592429e-04,4.989541256577197104e-04,9.990122209836782563e-01,-1.317039029785099617e-03,-1.317039029785099617e-03,5.097271820784887546e-04,5.214330904962423017e-04,5.214330904962423017e-04,4.128143810701405229e-03
1.266421801146725146e-01,3.351554429233737716e-04,1.725080394506499229e-04,1.725122461239148052e-04,1.000517536484923031e+00,6.900482867031332030e-04,6.900482867031332030e-04,3.351554429233737716e-04,5.076676890472885768e-04,9.989945334177812164e-01,-1.340622469486021104e-03,-1.340622469486021104e-03,5.188260941970519692e-04,5.309693110011978355e-04,5.309693110011978355e-04,4.126375529653952476e-03
1.289447652076665674e-01,3.410456031332353565e-04,1.753163268221464264e-04,1.753203726387684972e-04,1.000525960851292639e+00,7.012807560642735603e-04,7.012807560642735603e-04,3.410456031332353565e-04,5.163659757720038537e-04,9.989768629239766939e-01,-1.364183147023741854e-03,-1.364183147023741854e-03,5.279159473208337597e-04,5.405045629887628416e-04,5.405045629887628416e-04,4.124652571036377391e-03
1.312473503006606201e-01,3.469301626784353524e-04,1.781151367398342024e-04,1.781190233500316725e-04,1.000534356789835044e+00,7.124753210205460405e-04,7.124753210205460405e-04,3.469301626784353524e-04,5.250491860284670249e-04,9.989592092317496341e-01,-1.387721423093322059e-03,-1.387721423093322059e-03,5.369969178093940030e-04,5.500390308513253973e-04,5.500390308513253973e-04,4.122975258916377131e-03
1.335499353936546729e-01,3.528092119803736193e-04,1.809045787230159760e-04,1.809083077629107745e-04,1.000542724629061242e+00,7.236324195786993530e-04,7.236324195786993530e-04,3.528092119803736193e-04,5.337175197432843937e-04,9.989415720698314738e-01,-1.411237659394438222e-03,-1.411237659394438222e-03,5.460691820786938572e-04,5.595728993237495189e-04,5.595728993237495189e-04,4.121343922669874933e-03
1.358525204866486980e-01,3.586828417197770818e-04,1.836847617802121648e-04,1.836883348719460843e-04,1.000551064695950787e+00,7.347524877030330980e-04,7.347524877030330980e-04,3.586828417197770818e-04,5.423711765917231661e-04,9.989239511661757165e-01,-1.434732218663859566e-03,-1.434732218663859566e-03,5.551329166173256174e-04,5.691063534989362818e-04,5.691063534989362818e-04,4.119758897069782447e-03
1.381551055796427507e-01,3.645511428449828718e-04,1.864557944197511765e-04,1.864592131716083338e-04,1.000559377315982879e+00,7.458359593577844338e-04,7.458359593577844338e-04,3.645511428449828718e-04,5.510103560165912056e-04,9.989063462479331745e-01,-1.458205464708580389e-03,-1.458205464708580389e-03,5.641882980030026723e-04,5.786395788436690018e-04,5.786395788436690018e-04,4.118220522376940876e-03
1.404576906726368035e-01,3.704142065802824564e-04,1.892177846603666444e-04,1.892210506668911434e-04,1.000567662813168335e+00,7.568832665494930594e-04,7.568832665494930594e-04,3.704142065802824564e-04,5.596352572471735998e-04,9.988887570414268779e-01,-1.481657762439201340e-03,-1.481657762439201340e-03,5.732355029191451949e-04,5.881727612145783287e-04,5.881727612145783287e-04,4.116729144435692100e-03
1.427602757656308285e-01,3.762721244344377210e-04,1.919708400418554330e-04,1.919739548839661278e-04,1.000575921510081789e+00,7.678948393696225037e-04,7.678948393696225037e-04,3.762721244344377210e-04,5.682460793184038487e-04,9.988711832721265393e-01,-1.505089477903992891e-03,-1.505089477903992891e-03,5.822747081717371013e-04,5.977060868744007256e-04,5.977060868744007256e-04,4.115285114768576363e-03
1.450628608586248813e-01,3.821249882093041709e-04,1.947150676357522591e-04,1.947180328808616363e-04,1.000584153727893222e+00,7.788711060372716186e-04,7.788711060372716186e-04,3.821249882093041709e-04,5.768430210901658072e-04,9.988536246646227967e-01,-1.528500978323391610e-03,-1.528500978323391610e-03,5.913060907063514941e-04,6.072397425084313446e-04,6.072397425084313446e-04,4.113888790678986267e-03
1.473654459516189341e-01,3.879728900086372011e-04,1.974505740560815350e-04,1.974533912582109377e-04,1.000592359786400820e+00,7.898124929421664487e-04,7.898124929421664487e-04,3.879728900086372011e-04,5.854262812668481388e-04,9.988360809426002351e-01,-1.551892632125226107e-03,-1.551892632125226107e-03,6.003298276254664554e-04,6.167739152412896964e-04,6.167739152412896964e-04,4.112540535343997897e-03
1.496680310446129869e-01,3.938159222469812533e-04,2.001774654701183188e-04,2.001801361700102154e-04,1.000600540004062733e+00,8.007194246876909137e-04,8.007194246876909137e-04,3.938159222469812533e-04,5.939960584169914687e-04,9.988185518288117404e-01,-1.575264808980274961e-03,-1.575264808980274961e-03,6.093460962059108355e-04,6.263087926538406843e-04,6.263087926538406843e-04,4.111240717926126914e-03
1.519706161376070397e-01,3.996541776587366726e-04,2.028958476092081642e-04,2.028983733344429173e-04,1.000608694698029932e+00,8.115923241341803027e-04,8.115923241341803027e-04,3.996541776587366726e-04,6.025525509931795899e-04,9.988010370450504105e-01,-1.598617879838538057e-03,-1.598617879838538057e-03,6.183550739165915005e-04,6.358445628004208428e-04,6.358445628004208428e-04,4.109989713669558002e-03
1.542732012306010647e-01,4.054877493073612781e-04,2.056058257796388768e-04,2.056082080447443829e-04,1.000616824184178411e+00,8.224316124423804338e-04,8.224316124423804338e-04,4.054877493073612781e-04,6.110959573521056610e-04,9.987835363121221333e-01,-1.621952216966042210e-03,-1.621952216966042210e-03,6.273569384364334088e-04,6.453814142263026655e-04,6.453814142263026655e-04,4.108787904017758251e-03
1.565757863235951175e-01,4.113167305947290869e-04,2.083075048735540113e-04,2.083097451801210601e-04,1.000624928777142486e+00,8.332377091171221366e-04,8.332377091171221366e-04,4.113167305947290869e-04,6.196264757748501471e-04,9.987660493498179415e-01,-1.645268193982278452e-03,-1.645268193982278452e-03,6.363518676725681868e-04,6.549195359854322615e-04,6.549195359854322615e-04,4.107635676714545617e-03
1.588783714165891703e-01,4.171412152706090062e-04,2.110009893799122589e-04,2.110030892167015439e-04,1.000633008790346778e+00,8.440110320511225867e-04,8.440110320511225867e-04,4.171412152706090062e-04,6.281443044873105501e-04,9.987485758768849253e-01,-1.668566185898119614e-03,-1.668566185898119614e-03,6.453400397787129820e-04,6.644591176583820088e-04,6.644591176583820088e-04,4.106533425918814859e-03
1.611809565095831953e-01,4.229612974423842178e-04,2.136863833955379602e-04,2.136883442385921310e-04,1.000641064536040625e+00,8.547519975692073092e-04,8.547519975692073092e-04,4.229612974423842178e-04,6.366496416809763487e-04,9.987311156109976995e-01,-1.691846569154698086e-03,-1.691846569154698086e-03,6.543216331739311721e-04,6.740003493707109753e-04,6.740003493707109753e-04,4.105481552325845884e-03
