ln_a,zeta_obs,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,zeta,u,delta_b,delta_gamma,delta_nu,vartheta_b,vartheta_gamma,vartheta_nu,alpha
7.828789316179755875e-02,4.117386081425632941e-08,1.139013007478376235e-04,8.231049435309571396e-06,1.016346147586284721e+00,-4.444726377153051058e-04,-4.444726377153051058e-04,4.117386081425632941e-08,8.272223296123827732e-06,1.016321330916396315e+00,-4.775615308998004032e-04,-4.775615308998004032e-04,6.347378237438020465e-08,5.347103168682976715e-06,5.347103168682976715e-06,-2.956859000967932336e-07
8.059047825479159766e-02,4.068584811699003572e-08,1.239793392324489891e-04,7.949730181317769907e-06,1.016870625042146870e+00,-1.942571594092297200e-04,-1.942571594092297200e-04,4.068584811699003572e-08,7.990416029434760194e-06,1.016846653794058586e+00,-2.262188235269687675e-04,-2.262188235269687675e-04,6.265904819366262945e-08,5.151673158895495501e-06,5.151673158895495501e-06,-3.640373300374686863e-07
8.289306334778565044e-02,4.010012008095645138e-08,1.335476371172263543e-04,7.646020461771584059e-06,1.017374561365194774e+00,4.054737383900959053e-05,4.054737383900959053e-05,4.010012008095645138e-08,7.686120581852541199e-06,1.017351503003449231e+00,9.802891511599425738e-06,9.802891511599425738e-06,6.168972597374175746e-08,5.096881264509150733e-06,5.096881264509150733e-06,-4.308425933018295446e-07
8.519564844077970323e-02,3.941907710445700157e-08,1.425901059092483329e-04,7.321130473302755821e-06,1.017856662394408529e+00,2.464904711096634667e-04,2.464904711096634667e-04,3.941907710445700157e-08,7.360549550407212405e-06,1.017834580745757389e+00,2.170482729080346171e-04,2.170482729080346171e-04,6.056968375923303964e-08,5.170169506926240045e-06,5.170169506926240045e-06,-4.959424424066805260e-07
8.749823353377374213e-02,3.864534870975495083e-08,1.510929123532229687e-04,6.976303675232214411e-06,1.018315725393923676e+00,4.117470206510538515e-04,4.117470206510538515e-04,3.864534870975495083e-08,7.014949023941969262e-06,1.018294680546851794e+00,3.836872245552860015e-04,3.836872245552860015e-04,5.930314031394594263e-08,5.351651022686239349e-06,5.351651022686239349e-06,-5.591869219916905784e-07
8.980081862676778104e-02,3.778178220019983409e-08,1.590445255027888574e-04,6.612811522933225857e-06,1.018750640082800141e+00,5.266867326220453374e-04,5.266867326220453374e-04,3.778178220019983409e-08,6.650593305133425552e-06,1.018730688302884824e+00,5.000843594015116217e-04,5.000843594015116217e-04,5.789464269433057707e-08,5.615204311386926460e-06,5.615204311386926460e-06,-6.204360605300935112e-07
9.210340371976183382e-02,3.683142974676876574e-08,1.664357328767681037e-04,6.231948133217799705e-06,1.019160389295063807e+00,5.843278123933507697e-04,5.843278123933507697e-04,3.683142974676876574e-08,6.268779562964568292e-06,1.019141582956374803e+00,5.592526941414925406e-04,5.592526941414925406e-04,5.634904243991275907e-08,5.929864784189181333e-06,5.929864784189181333e-06,-6.795603998500407048e-07
9.440598881275588661e-02,3.579753405510281288e-08,1.732596247278654297e-04,5.835024954449052537e-06,1.019544049274240916e+00,5.806543781836654827e-04,5.806543781836654827e-04,3.579753405510281288e-08,5.870822488504155727e-06,1.019526436806775349e+00,5.571710882296488157e-04,5.571710882296488157e-04,5.467147077150037693e-08,6.261441167648932093e-06,6.261441167648932093e-06,-7.364413489977804746e-07
9.670857390574992551e-02,3.468351282012507762e-08,1.795115468686274049e-04,5.423365514586756322e-06,1.019900789611326353e+00,5.147842125873885663e-04,5.147842125873885663e-04,3.468351282012507762e-08,5.458049027406881757e-06,1.019884415464244132e+00,4.929520164777610562e-04,4.929520164777610562e-04,5.286731320953017293e-08,6.574274422233450393e-06,6.574274422233450393e-06,-7.909713568757288256e-07
9.901115899874396442e-02,3.349294222112433895e-08,1.851890238409555414e-04,4.998300317682649530e-06,1.020229872839625962e+00,3.889810189558171082e-04,3.889810189558171082e-04,3.349294222112433895e-08,5.031793259903774041e-06,1.020214777459846234e+00,3.688538459162020357e-04,3.688538459162020357e-04,5.094218402824497495e-08,6.833051163030101686e-06,6.833051163030101686e-06,-8.430539059789529282e-07
1.013137440917380172e-01,3.222953974392940365e-08,1.902916554190159739e-04,4.561161953713392322e-06,1.020530653704062152e+00,2.085130582954603515e-04,2.085130582954603515e-04,3.222953974392940365e-08,4.593391493457321865e-06,1.020516873529581758e+00,1.901394923216310573e-04,1.901394923216310573e-04,4.890190094696621661e-08,7.004582305861932578e-06,7.004582305861932578e-06,-8.926033370488128880e-07
1.036163291847320700e-01,3.089714663724083492e-08,1.948209904488857301e-04,4.113280478452001964e-06,1.020802578126119853e+00,-1.863251023665258487e-05,-1.863251023665258487e-05,3.089714663724083492e-08,4.144177625089243077e-06,1.020790145593244658e+00,-3.520922073700955717e-05,-3.520922073700955717e-05,4.675246042885726956e-08,7.059460776185135926e-06,7.059460776185135926e-06,-9.395445212150093573e-07
1.059189142777261089e-01,2.949971031679806103e-08,1.987803828113712703e-04,3.655979109826243525e-06,1.021045181888516229e+00,-2.821634297168201669e-04,-2.821634297168201669e-04,2.949971031679806103e-08,3.685478820143041788e-06,1.021034125452055852e+00,-2.969053449973923391e-04,-2.969053449973923391e-04,4.450001391235014824e-08,6.973519363633594472e-06,6.973519363633594472e-06,-9.838124019095399495e-07
1.082214993707201478e-01,2.804126702398511615e-08,2.021748348206481088e-04,3.190570275461471868e-06,1.021258089065818941e+00,-5.700022306495244450e-04,-5.700022306495244450e-04,2.804126702398511615e-08,3.218611542485457163e-06,1.021248433231191521e+00,-5.828766768194663245e-04,-5.828766768194663245e-04,4.215084524351029083e-08,6.729020739752555130e-06,6.729020739752555130e-06,-1.025351433277333691e-06
1.105240844637142006e-01,2.652592502551015216e-08,2.050108336277310444e-04,2.718352033468085708e-06,1.021441010228543167e+00,-8.688854394807993134e-04,-8.688854394807993134e-04,2.652592502551015216e-08,2.744877958493595801e-06,1.021432775594667719e+00,-8.798649513147736509e-04,-8.798649513147736509e-04,3.971134951217639105e-08,6.315525671644245193e-06,6.315525671644245193e-06,-1.064114944817669814e-06
1.128266695567082534e-01,2.495784860929849171e-08,2.072961861853699528e-04,2.240604875634262283e-06,1.021593740448724530e+00,-1.165012037287728019e-03,-1.165012037287728019e-03,2.495784860929849171e-08,2.265562724243560778e-06,1.021586943760551813e+00,-1.174074288184702225e-03,-1.174074288184702225e-03,3.718801342414126238e-08,5.730401815156644907e-06,5.730401815156644907e-06,-1.100064463485029285e-06
1.151292546497022923e-01,2.334124309058764756e-08,2.090398580637909483e-04,1.758588909630808609e-06,1.021716157134609171e+00,-1.444709302247613623e-03,-1.444709302247613623e-03,2.334124309058764756e-08,1.781930152721396300e-06,1.021710811344151093e+00,-1.451837022858499257e-03,-1.451837022858499257e-03,3.458739726945483374e-08,4.978953318742750867e-06,4.978953318742750867e-06,-1.133169024451639749e-06
1.174318397426963312e-01,2.168034099361594486e-08,2.102518209100539940e-04,1.273541405180049051e-06,1.021808217721002388e+00,-1.695083944785421778e-03,-1.695083944785421778e-03,2.168034099361594486e-08,1.295221746173665055e-06,1.021804332055763931e+00,-1.700264831770116484e-03,-1.700264831770116484e-03,3.191611847652947053e-08,4.074169932683196954e-06,4.074169932683196954e-06,-1.163404500252621403e-06
1.197344248356903840e-01,1.997938952083071055e-08,2.109429126532196951e-04,7.866746788899257080e-07,1.021869957240038040e+00,-1.904627757931600177e-03,-1.904627757931600177e-03,1.997938952083071055e-08,8.066540684107564251e-07,1.021867537277832749e+00,-1.907854374205243241e-03,-1.907854374205243241e-03,2.918083667641157595e-08,3.036112474196304724e-06,3.036112474196304724e-06,-1.190752975233726550e-06
1.220370099286844368e-01,1.824263936574632924e-08,2.111247137155838189e-04,2.991742839810886930e-07,1.021901485794828757e+00,-2.063749756879737843e-03,-2.063749756879737843e-03,1.824263936574632924e-08,3.174169233468350057e-07,1.021900533544058742e+00,-2.065019424573125324e-03,-2.065019424573125324e-03,2.638824014403011583e-08,1.890968525413407394e-06,1.890968525413407394e-06,-1.215202188292806292e-06
1.243395950216784757e-01,1.647433487011151439e-08,2.108094415437003727e-04,-1.878025352540596560e-07,1.021902985955725374e+00,-2.165210809725224249e-03,-2.165210809725224249e-03,1.647433487011151439e-08,-1.713282003839481450e-07,1.021903499940326476e+00,-2.164525496923688438e-03,-2.164525496923688438e-03,2.354503343585161988e-08,6.698273307224650651e-07,6.698273307224650651e-07,-1.236745062079893565e-06
1.266421801146725146e-01,1.467870547354118786e-08,2.100098647739415169e-04,-6.731281685336923434e-07,1.021874710095935557e+00,-2.204441827872740973e-03,-2.204441827872740973e-03,1.467870547354118786e-08,-6.584494630601511787e-07,1.021876685444324639e+00,-2.201808030020500385e-03,-2.201808030020500385e-03,2.065792600798767785e-08,-5.927646833799413559e-07,-5.927646833799413559e-07,-1.255379331377879997e-06
1.289447652076665674e-01,1.285995835626161807e-08,2.087392373430702411e-04,-1.155705790293582088e-06,1.021816977680152005e+00,-2.179732441931164603e-03,-2.179732441931164603e-03,1.285995835626161807e-08,-1.142845831937320529e-06,1.021820406217647914e+00,-2.175161058603415198e-03,-2.175161058603415198e-03,1.773362157628481488e-08,-1.860396988084768611e-06,-1.860396988084768611e-06,-1.271107277596373902e-06
1.312473503006606201e-01,1.102227213524057093e-08,2.070112518934170141e-04,-1.634470381621764750e-06,1.021730172516779556e+00,-2.092283432367123344e-03,-2.092283432367123344e-03,1.102227213524057093e-08,-1.623448109486524202e-06,1.021735042861108056e+00,-2.085789639929177142e-03,-2.085789639929177142e-03,1.477880797094242013e-08,-3.096460034837187029e-06,-3.096460034837187029e-06,-1.283935570470202142e-06
1.335499353936546729e-01,9.169791442276938130e-09,2.048400109491629059e-04,-2.108389666422710523e-06,1.021614739981448361e+00,-1.946122689689087958e-03,-1.946122689689087958e-03,9.169791442276938130e-09,-2.099219874980433482e-06,1.021621037641073260e+00,-1.937725810189166141e-03,-1.937725810189166141e-03,1.180014724244542356e-08,-4.265803629223350118e-06,-4.265803629223350118e-06,-1.293875212449698353e-06
1.358525204866486980e-01,7.306622190488742331e-09,2.022400135870505266e-04,-2.576465000341675630e-06,1.021471184216895978e+00,-1.747890867764404594e-03,-1.747890867764404594e-03,7.306622190488742331e-09,-2.569158378151186809e-06,1.021478891692030322e+00,-1.737614234251799771e-03,-1.737614234251799771e-03,8.804265792189720271e-09,-5.336311481048578699e-06,-5.336311481048578699e-06,-1.300941576130159477e-06
1.381551055796427507e-01,5.436827323887718465e-09,1.992261547247003029e-04,-3.037732244944477965e-06,1.021300065312064076e+00,-1.506508837454008203e-03,-1.506508837454008203e-03,5.436827323887718465e-09,-3.032295417620590084e-06,1.021309162198317022e+00,-1.494379655783525896e-03,-1.494379655783525896e-03,5.797744328841030558e-09,-6.280319988589733045e-06,-6.280319988589733045e-06,-1.305154520639620408e-06
1.404576906726368035e-01,3.564422843301085730e-09,1.958137337196288671e-04,-3.491262652432865575e-06,1.021101996461487804e+00,-1.232744300702828550e-03,-1.232744300702828550e-03,3.564422843301085730e-09,-3.487698229589564482e-06,1.021112459556176466e+00,-1.218793507784470204e-03,-1.218793507784470204e-03,2.787107488308020763e-09,-7.075817726746910487e-06,-7.075817726746910487e-06,-1.306538569346226354e-06
1.427602757656308285e-01,1.693373910462828812e-09,1.920184687240006295e-04,-3.936163778189201964e-06,1.020877641104776190e+00,-9.386992526898273745e-04,-9.386992526898273745e-04,1.693373910462828812e-09,-3.934470404278739044e-06,1.020889444515989064e+00,-9.229613710727124082e-04,-9.229613710727124082e-04,-2.211870009356173873e-10,-7.707373300049400041e-06,-7.707373300049400041e-06,-1.305123128692916620e-06
1.450628608586248813e-01,-1.724091501874244083e-10,1.878565131756255546e-04,-4.371580430110340598e-06,1.020627710045241887e+00,-6.372432062187024984e-04,-6.372432062187024984e-04,-1.724091501874244083e-10,-4.371752839260527783e-06,1.020640825303759769e+00,-6.197561948616603974e-04,-6.197561948616603974e-04,-3.220759676986511724e-09,-8.166752608836526695e-06,-8.166752608836526695e-06,-1.300942726491185820e-06
1.473654459516189341e-01,-2.029075106769001218e-09,1.833444709176342588e-04,-4.796695655417342635e-06,1.020352958546489441e+00,-3.414190986610727251e-04,-3.414190986610727251e-04,-2.029075106769001218e-09,-4.798724730524111832e-06,1.020367354720681075e+00,-3.222241997389762506e-04,-3.222241997389762506e-04,-6.205321247301888027e-09,-8.453201514569337434e-06,-8.453201514569337434e-06,-1.294037247626408742e-06
1.496680310446129869e-01,-3.872836454991025157e-09,1.784994067136337051e-04,-5.210731757834652543e-06,1.020054183406028603e+00,-6.384952008035595626e-05,-6.384952008035595626e-05,-3.872836454991025157e-09,-5.214604594289643290e-06,1.020069827219811431e+00,-4.299110170319738649e-05,-4.299110170319738649e-05,-9.168685004265335078e-09,-8.573385596794165170e-06,-8.573385596794165170e-06,-1.284452145819480120e-06
1.519706161376070397e-01,-5.699974518848844575e-09,1.733388493391718418e-04,-5.612951331027668373e-06,1.019732220005658663e+00,1.838296572207381906e-04,1.838296572207381906e-04,-5.699974518848844575e-09,-5.618651305546517468e-06,1.019749075959575313e+00,2.063042624429242537e-04,2.063042624429242537e-04,-1.210477967521247328e-08,-8.540994514527678922e-06,-8.540994514527678922e-06,-1.272238611764015943e-06
1.542732012306010647e-01,-7.506845063300457159e-09,1.678807849588144995e-04,-6.002658288298035771e-06,1.019387939339412297e+00,3.914829563704115925e-04,3.914829563704115925e-04,-7.506845063300457159e-09,-6.010165133361335902e-06,1.019405969834812353e+00,4.155236169038569361e-04,4.155236169038569361e-04,-1.500766258616105603e-08,-8.376033625019827601e-06,-8.376033625019827601e-06,-1.257453680505264611e-06
1.565757863235951175e-01,-9.289884424813236620e-09,1.621436391093069630e-04,-6.379198863976681139e-06,1.019022245021168560e+00,5.509138859724777709e-04,5.509138859724777709e-04,-9.289884424813236620e-09,-6.388488748401494634e-06,1.019041410487413701e+00,5.764678409660837664e-04,5.764678409660837664e-04,-1.787153298279773974e-08,-8.103839318155219560e-06,-8.103839318155219560e-06,-1.240160264182693427e-06
1.588783714165891703e-01,-1.104561612623548085e-08,1.561462462710723747e-04,-6.741962558869134488e-06,1.018636070275560801e+00,6.562098956336711144e-04,6.562098956336711144e-04,-1.104561612623548085e-08,-6.753008174995370205e-06,1.018656329300085872e+00,6.832219283336525952e-04,6.832219283336525952e-04,-2.069074532469808412e-08,-7.753866416808771341e-06,-7.753866416808771341e-06,-1.220427100045657027e-06
