ln_a,zeta_obs,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,zeta,u,delta_b,delta_gamma,delta_nu,vartheta_b,vartheta_gamma,vartheta_nu,alpha
1.151292546497022923e-01,-2.120074533901931374e-10,1.963918618917063585e-04,-1.328769207918357663e-06,1.032776496675038125e+00,-8.277523501932251794e-05,-8.277523501932251794e-05,-2.120074533901931374e-10,-1.328981215371747772e-06,1.032780483618684242e+00,-7.745931015783552261e-05,-7.745931015783552261e-05,-3.280072872060850487e-10,-1.983041561739689943e-06,-1.983041561739689943e-06,-6.143578608967299548e-08
1.174318397426963312e-01,-2.957166603782049141e-10,1.729672822628002091e-04,-1.754681785258372369e-06,1.030751544539630027e+00,5.652264001793404560e-04,5.652264001793404560e-04,-2.957166603782049141e-10,-1.754977501918750535e-06,1.030756809472135771e+00,5.722463101870155005e-04,5.722463101870155005e-04,-4.627938820259193594e-10,-1.790877500384728496e-06,-1.790877500384728496e-06,-5.540026575497622355e-08
1.197344248356903840e-01,-3.686091405750150441e-10,1.403049396908885821e-04,-2.115430813502939334e-06,1.028217259816421869e+00,5.728070670498566942e-05,5.728070670498566942e-05,-3.686091405750150441e-10,-2.115799422643514172e-06,1.028223607214689750e+00,6.574390439555972780e-05,6.574390439555972780e-05,-5.800771423572284874e-10,-1.559625637764742001e-06,-1.559625637764742001e-06,-4.637822548070082168e-08
1.220370099286844368e-01,-4.267815878606536299e-10,1.014334277544459213e-04,-2.392733563517210037e-06,1.025274226640921604e+00,-1.016353577161499804e-03,-1.016353577161499804e-03,-4.267815878606536299e-10,-2.393160345105070894e-06,1.025281406121956840e+00,-1.006780935781079449e-03,-1.006780935781079449e-03,-6.738026328503139686e-10,-1.832837433480875426e-06,-1.832837433480875426e-06,-3.522091070516249163e-08
1.243395950216784757e-01,-4.679032183950631060e-10,6.092370320279669161e-05,-2.577629083972652422e-06,1.022040178013962519e+00,-1.528513718369167327e-03,-1.528513718369167327e-03,-4.679032183950631060e-10,-2.578096987191047553e-06,1.022047912304924200e+00,-1.518201330420403117e-03,-1.518201330420403117e-03,-7.406303481207753744e-10,-2.613300357658637950e-06,-2.613300357658637950e-06,-2.328635385053488013e-08
1.266421801146725146e-01,-4.915381646580093460e-10,2.187114729774667697e-05,-2.670503215769552733e-06,1.018636945706350661e+00,-8.660869927076842454e-04,-8.660869927076842454e-04,-4.915381646580093460e-10,-2.670994753934210690e-06,1.018644958690612556e+00,-8.554030136919474466e-04,-8.554030136919474466e-04,-7.800346840896282081e-10,-3.355635629623279953e-06,-3.355635629623279953e-06,-1.152009018250732097e-08
1.289447652076665674e-01,-4.982462326915433173e-10,-1.558473377769585373e-05,-2.675478341422163488e-06,1.015181607984143808e+00,5.050853781678654644e-04,5.050853781678654644e-04,-4.982462326915433173e-10,-2.675976587654854901e-06,1.015189635913906763e+00,5.157892845184848399e-04,5.157892845184848399e-04,-7.926513999553339833e-10,-3.467451912312661769e-06,-3.467451912312661769e-06,2.373526690950208050e-11
1.312473503006606201e-01,-4.883570270058603972e-10,-5.297481661530360834e-05,-2.594600768333461558e-06,1.011785806609280414e+00,1.472733168334442681e-03,1.472733168334442681e-03,-4.883570270058603972e-10,-2.595089125360467346e-06,1.011793591876656517e+00,1.483113524835884484e-03,1.483113524835884484e-03,-7.784969257583848302e-10,-2.852179634534761979e-06,-2.852179634534761979e-06,1.181382153890861902e-08
1.335499353936546729e-01,-4.615580001103491920e-10,-9.077515631965028245e-05,-2.427102801082860910e-06,1.008559617933519004e+00,1.297042380624401125e-03,1.297042380624401125e-03,-4.615580001103491920e-10,-2.427564359082971374e-06,1.008566900626596263e+00,1.306752638060732939e-03,1.306752638060732939e-03,-7.367145061343119897e-10,-1.995423566240536316e-06,-1.995423566240536316e-06,2.400297332609320367e-08
1.358525204866486980e-01,-4.176412754760397131e-10,-1.268037491002813022e-04,-2.174108101538960418e-06,1.005612536673327950e+00,2.770966311908943693e-04,2.770966311908943693e-04,-4.176412754760397131e-10,-2.174525742814436251e-06,1.005619060250556362e+00,2.857947341621521007e-04,2.857947341621521007e-04,-6.670297198371704425e-10,-1.521396805456532874e-06,-1.521396805456532874e-06,3.590823035619549954e-08
1.381551055796427507e-01,-3.576767789956491669e-10,-1.571742033627484853e-04,-1.844134763655304978e-06,1.003047306449684095e+00,-5.359943784197818703e-04,-5.359943784197818703e-04,-3.576767789956491669e-10,-1.844492440434300664e-06,1.003052839927005335e+00,-5.286164086580446685e-04,-5.286164086580446685e-04,-5.715145079115356868e-10,-1.630023655066228875e-06,-1.630023655066228875e-06,4.628216407951886061e-08
1.404576906726368035e-01,-2.845013298910211565e-10,-1.788814371055657019e-04,-1.454138427467615902e-06,1.000949297349778444e+00,-3.040616183856234707e-04,-3.040616183856234707e-04,-2.845013298910211565e-10,-1.454422928797506881e-06,1.000953660618564944e+00,-2.982439266704334322e-04,-2.982439266704334322e-04,-4.549963132022447454e-10,-1.927410949305073501e-06,-1.927410949305073501e-06,5.411783122890257839e-08
1.427602757656308285e-01,-2.020469940168450673e-10,-1.916725712677478321e-04,-1.024968943122820442e-06,9.993784553679184723e-01,8.387185725401615638e-04,8.387185725401615638e-04,-2.020469940168450673e-10,-1.025170990116837348e-06,9.993815308808887687e-01,8.428192565006288649e-04,8.428192565006288649e-04,-3.236929962617135286e-10,-1.798044462380336757e-06,-1.798044462380336757e-06,5.925913079739984389e-08
1.450628608586248813e-01,-1.140711853902006426e-10,-1.975915094927764180e-04,-5.750799849853713542e-07,9.983687919063894967e-01,1.913885925789273520e-03,1.913885925789273520e-03,-1.140711853902006426e-10,-5.751940561707615775e-07,9.983705174885579847e-01,1.916186702013956576e-03,1.916186702013956576e-03,-1.832328325406513521e-10,-9.753029346474678098e-07,-9.753029346474678098e-07,6.228693684474279510e-08
1.473654459516189341e-01,-2.335352132935407679e-11,-1.987160605122240695e-04,-1.176770070568519658e-07,9.979340699257099878e-01,1.985280157374598453e-03,1.985280157374598453e-03,-2.335352132935407679e-11,-1.177003605781813255e-07,9.979344230267916949e-01,1.985750958816911386e-03,1.985750958816911386e-03,-3.770990914988650735e-11,2.065519924262614225e-07,2.065519924262614225e-07,6.381419999961120106e-08
1.496680310446129869e-01,6.803493408504523199e-11,-1.951748333132324355e-04,3.368046332401196754e-07,9.980735575588060016e-01,9.973371842442538011e-04,9.973371842442538011e-04,6.803493408504523199e-11,3.368726681742047284e-07,9.980725469408014972e-01,9.959896935715570332e-04,9.959896935715570332e-04,1.095656621871249979e-10,1.101772769469879018e-06,1.101772769469879018e-06,6.384138572175780934e-08
1.519706161376070397e-01,1.577601854673621158e-10,-1.851816750523464338e-04,7.757986193558603705e-07,9.987725844428489985e-01,-1.836011675032045095e-04,-1.836011675032045095e-04,1.577601854673621158e-10,7.759563795413277602e-07,9.987702565737103244e-01,-1.867049930213698244e-04,-1.867049930213698244e-04,2.544981236395750501e-10,1.318562403779074281e-06,1.318562403779074281e-06,6.174390535592389264e-08
1.542732012306010647e-01,2.425309674924173980e-10,-1.669636419373980479e-04,1.182193335922686914e-06,9.999980800181148544e-01,-5.493042087085183746e-04,-5.493042087085183746e-04,2.425309674924173980e-10,1.182435866890179301e-06,9.999945327105141946e-01,-5.540339521760790850e-04,-5.540339521760790850e-04,3.913910862994348309e-10,1.052837794177929847e-06,1.052837794177929847e-06,5.688134853473728953e-08
1.565757863235951175e-01,3.183813452617653739e-10,-1.407957040349282392e-04,1.536894569820833739e-06,1.001694264008273771e+00,1.550663189144282678e-04,1.550663189144282678e-04,3.183813452617653739e-10,1.537212951166095481e-06,1.001689652369420314e+00,1.489174671097638842e-04,1.489174671097638842e-04,5.137397800940283896e-10,8.966472215058996422e-07,8.966472215058996422e-07,4.926842626617705137e-08
