ln_a,zeta,u,delta_b,delta_gamma,delta_nu,theta_b,theta_gamma,theta_nu,alpha,Phi_N,Psi_N,delta_b_N,delta_gamma_N,delta_nu_N,slip_residual,canonical_denominator
0.11282666955670825,2.7976296359839683e-06,4.158816434725982e-06,0.9999912708966022,-1.2089979040510473e-05,-1.2089979040510473e-05,4.236573012815997e-06,4.3137219465817825e-06,4.3137219465817825e-06,3.842935750360305e-05,1.361186798742015e-06,1.3611867987420135e-06,1.0000037473459065,4.545286698393455e-06,4.545286698393455e-06,1.4823076576961625e-21,4277.601142643564
0.11512925464970229,2.854070334266983e-06,4.2409694108284765e-06,0.9999910817116917,-1.236847871125129e-05,-1.236847871125129e-05,4.321829902383928e-06,4.401914027703635e-06,4.401914027703635e-06,3.843368335439366e-05,1.3868990765614884e-06,1.3868990765614933e-06,1.0000038046199242,4.595398932062615e-06,4.595398932062615e-06,-4.870439446711127e-21,4254.045727427594
0.11743183974269633,2.9104877363907697e-06,4.323028569076538e-06,0.9999908918759429,-1.2648748914392713e-05,-1.2648748914392713e-05,4.40705006497647e-06,4.49010972773149e-06,4.49010972773149e-06,3.843799689381173e-05,1.41254083268577e-06,1.412540832685768e-06,1.0000038609616502,4.643365361913437e-06,4.643365361913437e-06,2.1175823681368146e-21,4230.585876808495
0.11973442483569038,2.966882011913008e-06,4.404994712570684e-06,0.9999907013794792,-1.2930809976981589e-05,-1.2930809976981589e-05,4.492234123558027e-06,4.578308645347888e-06,4.578308645347888e-06,3.844229876516302e-05,1.4381127006576776e-06,1.438112700657676e-06,1.000003916363617,4.6891688733011465e-06,4.6891688733011465e-06,1.6940658945096283e-21,4207.221505287731
0.12203700992868444,3.023253330550321e-06,4.486868638795114e-06,0.9999905102125954,-1.3214681540557649e-05,-1.3214681540557649e-05,4.577382697603249e-06,4.666510364408461e-06,4.666510364408461e-06,3.84465896159151e-05,1.4636153082447933e-06,1.4636153082447933e-06,1.0000039708185118,4.732793014622808e-06,4.732793014622808e-06,9.918060198372648e-34,4183.952524057253
0.12433959502167848,3.079601862181687e-06,4.568651139668057e-06,0.9999903183657556,-1.3500382564079942e-05,-1.3500382564079942e-05,4.662496403124293e-06,4.754714454317178e-06,4.754714454317178e-06,3.8450870097941674e-05,1.4890492774863686e-06,1.4890492774863701e-06,1.0000040243191746,4.774221994592287e-06,4.774221994592287e-06,-1.4823076576940692e-21,4160.778841010075
0.12664218011467251,3.1359277768529345e-06,4.6503430015937165e-06,0.9999901258295921,-1.3787931327022818e-05,-1.3787931327022818e-05,4.7475758526998815e-06,4.842920470402208e-06,4.842920470402208e-06,3.8455140867182716e-05,1.514415224740786e-06,1.514415224740782e-06,1.000004076858597,4.813440679352048e-06,4.813440679352048e-06,4.0234064994588474e-21,4137.700360803085
0.12894476520766657,3.1922312447809927e-06,4.731945005513609e-06,0.999989932594904,-1.407734543263255e-05,-1.407734543263255e-05,4.832621655503966e-06,4.931127954290152e-06,4.931127954290152e-06,3.8459402584087315e-05,1.5397137607326128e-06,1.539713760732616e-06,1.0000041284299206,4.8504345894218844e-06,4.8504345894218844e-06,-3.17637355220274e-21,4114.716984850382
0.13124735030066062,3.2485124363578953e-06,4.813457926957347e-06,0.9999897386526555,-1.4368641811341319e-05,-1.4368641811341319e-05,4.9176344173340325e-06,5.019336434278546e-06,5.019336434278546e-06,3.846365591319398e-05,1.5649454905994536e-06,1.5649454905994517e-06,1.0000041790264365,4.885189896488069e-06,4.885189896488069e-06,1.9058241313230278e-21,4091.82861139317
0.13354993539365467,3.304771522154777e-06,4.894882536093204e-06,0.9999895439939749,-1.4661836724336099e-05,-1.4661836724336099e-05,5.0026147406394005e-06,5.107545425706958e-06,5.107545425706958e-06,3.846790152359315e-05,1.5901110139384287e-06,1.5901110139384268e-06,1.0000042286415831,4.917693420036716e-06,4.917693420036716e-06,1.9058241313229935e-21,4069.0351354919117
