ln_a,a,Q,H_over_Hd,Q_prime,H_prime_over_Hd,D_over_Hd2,Xi_over_Hd2,Bq_over_Hd,Sigma_A,friedmann_scaled_residual,current_scaled_residual
-31.369286606112674,2.379534060942017e-14,4.932742194576975,2.5896160527663896e+25,-0.3749999999999997,-5.179232105313871e+25,5.937644745552854e+41,5.937644745552854e+41,0.0,0.0625,-3.2524709250897554e-17,7.81837807119923e-16
-31.30038465418228,2.5492689906376403e-14,4.906903962603076,2.256253554935688e+25,-0.3750000000000024,-4.512507109668193e+25,4.828842019818106e+41,4.828842019818106e+41,0.0,0.0625,1.9732011887750733e-16,-6.248866360452519e-15
-31.231482702251892,2.731111310108281e-14,4.88106573062918,1.965804968934982e+25,-0.3750000000000024,-3.9316099376813844e+25,3.9270984121820145e+41,3.9270984121820145e+41,0.0,0.0625,2.874071602103238e-17,-6.3046041089534884e-15
-31.1625807503215,2.925924653535957e-14,4.855227498655284,1.7127459666212925e+25,-0.37499999999999983,-3.4254919330675665e+25,3.1937474607097484e+41,3.1937474607097484e+41,0.0,0.0625,2.261813782458305e-16,6.056462933213731e-16
-31.093678798391107,3.134634259132445e-14,4.829389266681386,1.4922633692232949e+25,-0.3749999999999997,-2.984526738284162e+25,2.597343323800819e+41,2.597343323800819e+41,0.0,0.0625,-1.0555866733362418e-16,8.936583594437774e-16
-31.024776846460718,3.358231363426332e-14,4.80355103470749,1.3001636007467022e+25,-0.3749999999999997,-2.6003272013426657e+25,2.112312393101229e+41,2.112312393101229e+41,0.0,0.0625,7.170618901280488e-17,9.1571744676627e-16
-30.955874894530325,3.5977779089996904e-14,4.7777128027335936,1.1327929262160446e+25,-0.37499999999999967,-2.265585852292203e+25,1.7178567057972825e+41,1.7178567057972825e+41,0.0,0.0625,1.86163368244306e-17,9.007881995538985e-16
-30.886972942599932,3.8544115880329614e-14,4.751874570759697,9.86967957685346e+24,-0.3749999999999998,-1.973935915240881e+25,1.3970621349809351e+41,1.3970621349809351e+41,0.0,0.0625,1.9151797179487966e-16,6.922674600331226e-16
-30.81807099066954,4.1293512456118794e-14,4.726036338785799,8.599151062427797e+24,-0.37499999999999967,-1.7198302123651027e+25,1.1361731175893453e+41,1.1361731175893453e+41,0.0,0.0625,4.329689622648544e-17,8.512264906810298e-16
-30.74916903873915,4.423902668458483e-14,4.700198106811903,7.492178283874243e+24,-0.3749999999999997,-1.4984356566630763e+25,9.240028204975484e+40,9.240028204975484e+40,0.0,0.0625,1.7538360120719492e-16,8.373486610535898e-16
-30.680267086808758,4.7394647865791274e-14,4.674359874838006,6.52770663404822e+24,-0.37499999999999967,-1.3055413267059333e+25,7.514534528848203e+40,7.514534528848203e+40,0.0,0.0625,-6.582723883069112e-17,9.009186881572023e-16
-30.611365134878366,5.0775363172830925e-14,4.648521642864108,5.687391875329502e+24,-0.3749999999999997,-1.137478374969674e+25,6.111261560310454e+40,6.111261560310454e+40,0.0,0.0625,-2.665190560180908e-16,7.912774196843346e-16
-30.542463182947973,5.4397228831269254e-14,4.622683410890213,4.955251232472715e+24,-0.374999999999997,-9.910502464052629e+24,4.970037427488332e+40,4.970037427488332e+40,0.0,0.0625,9.412600237068345e-17,7.978363837674125e-15
-30.473561231017584,5.827744637589919e-14,4.596845178916316,4.317359400440315e+24,-0.3749999999999997,-8.634718800052317e+24,4.041926824251268e+40,4.041926824251268e+40,0.0,0.0625,1.0137581670972687e-16,8.3746995977543515e-16
-30.40465927908719,6.243444434698003e-14,4.571006946942419,3.7615836852906414e+24,-0.3749999999999997,-7.523167369812824e+24,3.2871326807810866e+40,3.2871326807810866e+40,0.0,0.0625,-1.8565066347022577e-16,7.355503638066504e-16
-30.3357573271568,6.688796581396195e-14,4.545168714968521,3.277353240504871e+24,-0.37499999999999967,-6.554706480296838e+24,2.673289678632537e+40,2.673289678632537e+40,0.0,0.0625,-1.2162201105554246e-16,9.044480508622087e-16
-30.266855375226406,7.165916214238161e-14,4.519330482994623,2.855458009630315e+24,-0.37499999999999967,-5.710916018599291e+24,2.1740764367884014e+40,2.1740764367884014e+40,0.0,0.0625,-7.060146086205611e-18,8.89702532373137e-16
-30.197953423296017,7.677069344925797e-14,4.4934922510207285,2.4878735511324026e+24,-0.37499999999999967,-4.975747101651325e+24,1.7680868597137891e+40,1.7680868597137891e+40,0.0,0.0625,9.323895572042849e-18,9.572471726499089e-16
-30.129051471365624,8.224683622408988e-14,4.46765401904683,2.1676084136260973e+24,-0.37499999999999967,-4.3352168266831307e+24,1.4379122511950299e+40,1.4379122511950299e+40,0.0,0.0625,4.2363601914040274e-17,8.407507611190508e-16
-30.06014951943523,8.811359862658171e-14,4.441815787072934,1.8885711585660558e+24,-0.37499999999999967,-3.7771423166042715e+24,1.1693948353145283e+40,1.1693948353145283e+40,0.0,0.0625,4.070020866313321e-18,8.270437208075874e-16
-29.991247567504843,9.439884400869219e-14,4.415977555099038,1.6454545011685402e+24,-0.3749999999999996,-3.290909001847496e+24,9.510206757914433e+39,9.510206757914433e+39,0.0,0.0625,-2.4330014377623076e-16,8.898314151014533e-16
-29.92234561557445,1.0113242324765477e-13,4.390139323125141,1.4336343659272094e+24,-0.3749999999999996,-2.8672687314003356e+24,7.734259622752216e+39,7.734259622752216e+39,0.0,0.0625,-3.0850080842357906e-16,7.815394611646331e-16
-29.853443663644057,1.0834631651846303e-13,4.364301091151243,1.2490819367601562e+24,-0.37499999999999967,-2.4981638730991737e+24,6.289954933140964e+39,6.289954933140964e+39,0.0,0.0625,-9.20248667462293e-17,9.609972030522464e-16
-29.784541711713665,1.1607478517915568e-13,4.338462859177345,1.0882870289829426e+24,-0.37499999999999967,-2.1765740575753165e+24,5.115361390838049e+39,5.115361390838049e+39,0.0,0.0625,-2.926423035903048e-19,9.45329744858219e-16
-29.715639759783272,1.2435453449025352e-13,4.312624627203449,9.48191325643809e+23,-0.3749999999999996,-1.8963826509254158e+24,4.160112820682832e+39,4.160112820682832e+39,0.0,0.0625,-1.932414664826816e-16,8.717978610610362e-16
-29.646737807852883,1.3322488794116316e-13,4.286786395229552,8.261302083769837e+23,-0.3749999999999998,-1.6522604164180857e+24,3.383248485983185e+39,3.383248485983185e+39,0.0,0.0625,2.4813276354130403e-16,7.146538745960959e-16
-29.57783585592249,1.427279740114876e-13,4.260948163255656,7.19782076397697e+23,-0.37499999999999967,-1.439564152483934e+24,2.7514567059334543e+39,2.7514567059334543e+39,0.0,0.0625,-4.5871523373186904e-17,8.787532923978836e-16
-29.5089339039921,1.5290892625423324e-13,4.23510993128176,6.271241896869735e+23,-0.3749999999999996,-1.2542483790851453e+24,2.2376464619701602e+39,2.2376464619701602e+39,0.0,0.0625,-1.699880789364669e-16,9.45466685770763e-16
-29.44003195206171,1.6381609765119185e-13,4.209271699307863,5.463941965040236e+23,-0.3749999999999997,-1.0927883927402672e+24,1.8197857440278667e+39,1.8197857440278667e+39,0.0,0.0625,-4.9062232779607835e-17,8.304039524859284e-16
